Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;1;0.3;
2;300;5;1;log2;
3;200;2;4;sqrt;20.0
4;200;2;1;sqrt;10.0
5;200;5;1;log2;
6;300;5;1;0.3;
7;100;5;1;log2;20.0
8;100;5;4;0.3;20.0
9;200;10;1;sqrt;
10;200;2;4;log2;
11;200;2;1;0.3;
12;300;5;2;log2;20.0
13;300;10;1;0.3;
14;100;2;1;log2;10.0
15;100;2;2;0.3;
16;100;10;1;sqrt;20.0
17;200;2;4;sqrt;
18;500;2;1;0.3;
19;100;2;4;log2;10.0
20;100;5;2;sqrt;20.0
21;300;10;1;sqrt;20.0
22;100;10;1;0.3;
23;100;10;2;0.3;10.0
24;500;5;4;sqrt;
25;200;10;2;log2;
26;500;2;2;0.3;10.0
27;500;10;2;log2;10.0
28;500;10;2;log2;20.0
29;500;5;4;0.3;10.0
30;100;2;4;sqrt;10.0
