Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;1;0.3;
2;200;2;1;0.3;
3;300;2;4;sqrt;
4;100;10;4;0.3;20.0
5;200;5;2;sqrt;10.0
6;200;10;4;0.3;20.0
7;500;2;2;0.3;20.0
8;300;2;1;0.3;10.0
9;200;5;1;log2;10.0
10;200;5;2;log2;
11;500;10;1;0.3;10.0
12;100;10;4;log2;20.0
13;100;10;2;log2;
14;200;10;4;log2;10.0
15;100;5;4;0.3;20.0
16;500;10;4;0.3;10.0
17;100;10;2;log2;20.0
18;300;5;2;log2;20.0
19;200;5;4;log2;10.0
20;200;5;1;log2;20.0
21;500;2;1;sqrt;10.0
22;300;5;1;log2;
23;200;2;4;log2;10.0
24;200;10;1;0.3;20.0
25;100;2;2;sqrt;20.0
26;300;5;4;log2;10.0
27;100;5;1;0.3;10.0
28;100;2;2;0.3;20.0
29;200;5;2;0.3;
30;200;10;1;log2;
