Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
1;M248;37.00001310451327;32.749999636198226;4.250013468315046;4.250013468315046
3;M38;14.000007642504627;21.289997181606296;-7.2899895391016685;7.2899895391016685
13;M97;20.99999728209199;22.175000544179188;-1.1750032620871984;1.1750032620871984
35;M221;43.00000829686402;41.82500378081415;1.1750045160498672;1.1750045160498672
53;M112;17.99999986147364;19.854999885232573;-1.855000023758933;1.855000023758933
56;M218;72.00001313298861;62.27500549015308;9.725007642835536;9.725007642835536
58;M222;37.99998619940876;31.480002291852152;6.5199839075566075;6.5199839075566075
62;M8;28.00000405892448;28.785000928090714;-0.7849968691662355;0.7849968691662355
63;M194;29.00000723672254;26.519999698918074;2.4800075378044646;2.4800075378044646
65;M293;24.00001849558992;24.73499905456516;-0.7349805589752414;0.7349805589752414
68;M61;28.000011398309493;28.70000056855918;-0.6999891702496868;0.6999891702496868
71;M280;36.00001543658956;35.98000375036199;0.020011686227569214;0.020011686227569214
81;M107;29.999988246471137;26.01999753375552;3.9799907127156153;3.9799907127156153
85;M14;19.000002468389624;21.09500286207896;-2.095000393689336;2.095000393689336
94;M168;25.000000856301458;25.194999821483016;-0.1949989651815578;0.1949989651815578
109;M192;28.00001611912692;31.930003561003062;-3.9299874418761434;3.9299874418761434
114;M159;26.000012591820813;25.13499942934535;0.8650131624754636;0.8650131624754636
121;M242;32.99998814913296;33.77000099164306;-0.7700128425100985;0.7700128425100985
122;M166;33.00001380620307;30.87999960690714;2.1200141992959303;2.1200141992959303
123;M229;16.99999713543143;19.965002489418794;-2.9650053539873653;2.9650053539873653
124;M76;26.000019988728223;22.72000121530821;3.2800187734200144;3.2800187734200144
136;M154;32.00001376728387;29.274999971157563;2.725013796126305;2.725013796126305
142;M272;20.00001139923201;21.455001192722406;-1.4549897934903946;1.4549897934903946
148;M83;27.000001693371185;25.009997140466215;1.9900045529049706;1.9900045529049706
149;M156;28.000005551685376;28.179992883286296;-0.17998733160091973;0.17998733160091973
152;M68;23.000008774346686;21.854997612124304;1.1450111622223815;1.1450111622223815
159;M33;23.99999422672258;23.464997478813096;0.534996747909485;0.534996747909485
160;M16;24.999985288217836;24.619995424069984;0.3799898641478521;0.3799898641478521
164;M87;36.999999159998495;31.54500259849466;5.454996561503837;5.454996561503837
169;M64;24.000002931868668;24.199999414128293;-0.19999648225962474;0.19999648225962474
171;M86;16.99999436973389;19.33500193796601;-2.3350075682321183;2.3350075682321183
173;M252;37.99999748095885;30.034999232387694;7.964998248571153;7.964998248571153
175;M155;32.00000149675026;32.380001876503265;-0.3800003797530067;0.3800003797530067
179;M82;35.00000907226745;29.080000052295574;5.920009019971879;5.920009019971879
192;M215;40.99999382165722;38.35499980232915;2.644994019328074;2.644994019328074
196;M34;20.999982572601223;22.26999812789885;-1.270015555297629;1.270015555297629
202;M60;26.00002162456884;32.174999283471614;-6.1749776589027725;6.1749776589027725
203;M287;36.99999636160609;37.67999946415232;-0.6800031025462303;0.6800031025462303
205;M113;22.99999020764869;21.34000057598614;1.659989631662551;1.659989631662551
210;M134;20.99999732120097;19.15500034833011;1.8449969728708595;1.8449969728708595
216;M110;20.99999464437922;21.789998934005517;-0.790004289626296;0.790004289626296
217;M22;29.000006116962197;21.159996182301793;7.840009934660404;7.840009934660404
219;M290;46.99999513630084;44.615003026061004;2.3849921102398355;2.3849921102398355
227;M294;23.999982550032314;25.179997839638755;-1.180015289606441;1.180015289606441
228;M268;19.99998041356036;24.959999544037654;-4.960019130477296;4.960019130477296
234;M10;23.000007597766217;21.529999810482323;1.470007787283894;1.470007787283894
239;M84;31.99998882748144;36.805001045721845;-4.805012218240403;4.805012218240403
244;M223;35.00001549739387;31.00000153284738;4.000013964546486;4.000013964546486
246;M298;20.000001376784017;20.800001796825487;-0.8000004200414708;0.8000004200414708
255;M249;18.000024490240055;19.340004051863488;-1.3399795616234336;1.3399795616234336
257;M228;25.999990481622625;24.949999256784043;1.0499912248385819;1.0499912248385819
259;M267;22.999998657904026;23.709998106471012;-0.709999448566986;0.709999448566986
262;M199;36.000021366295016;32.1250025893964;3.8750187768986137;3.8750187768986137
272;M141;41.00002528020234;40.83000295104482;0.17002232915751847;0.17002232915751847
273;M58;33.999998731385105;36.25499889693621;-2.2550001655511025;2.2550001655511025
