Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;0.3;10.0
2;300;5;4;log2;20.0
3;100;5;2;log2;20.0
4;100;10;4;0.3;20.0
5;200;2;4;0.3;
6;300;2;2;0.3;10.0
7;300;2;4;log2;10.0
8;500;10;2;0.3;20.0
9;100;5;1;0.3;
10;300;2;2;sqrt;10.0
11;500;2;1;sqrt;10.0
12;100;2;4;sqrt;10.0
13;500;10;2;log2;
14;500;5;4;log2;20.0
15;200;2;2;sqrt;
16;200;5;2;sqrt;20.0
17;200;10;2;sqrt;20.0
18;200;5;2;0.3;
19;100;2;1;0.3;
20;300;5;4;log2;10.0
21;200;5;2;sqrt;
22;200;2;1;log2;10.0
23;300;10;1;log2;
24;300;2;2;sqrt;
25;100;5;4;sqrt;
26;200;5;2;sqrt;10.0
27;100;2;4;0.3;
28;100;5;2;0.3;10.0
29;200;2;4;log2;
30;100;10;2;sqrt;20.0
