"""code_nirs"",""code_chimie"",""trans-alpha-carotène"",""trans-beta-carotène"",""13.cis-beta-carotène"",""9.cis-beta-carotène"",""total.beta-carotènes"",""total.carotènes"""
"M229-P113-L26-A9,""M229-B26-9"",122.456577219887,217.883291230933,41.8092064297579,55.6190916248566,315.311589285547,437.768166505434"
"M231-P323-L16-A5,""M231-G16-5"",155.717448177791,193.630261496702,36.5221405081881,32.3930353250678,262.545437329958,418.26288550775"
"M232-P323-L15-A5,""M232-G15-5"",144.158924934154,293.746235501063,39.918024938449,67.4467678633555,401.111028302867,545.269953237022"
"M241-P323-L20-A17,""M241-G20-17"",798.025886537851,782.092089013367,84.0376519525871,192.540701966644,1058.6704429326,1856.69632947045"
"M242-P323-L18-A18,""M242-G18-18"",415.749486639451,252.172911365682,46.7819544755647,92.1216039917116,391.076469832959,806.82595647241"
"M243-P323-L19-A8,""M243-G19-8"",188.006345888559,247.611944385567,67.7253753393451,71.8722649646282,387.20958468954,575.215930578099"
"M274-P24-L5-A1,""M274-E5-1"",136.473850317481,86.2987361380277,46.0386129809981,32.7438306305645,165.08117974959,301.555030067072"
"M276-P153-L7-A21,""M276-Q7-21"",361.473854207918,911.190878417402,76.6797829017266,271.516721932773,1259.3873832519,1620.86123745982"
"M278-P433-L33-A8,""M278-S33-8"",96.5904589917461,260.153162748994,15.7528173401869,33.1489210584609,309.054901147642,405.645360139388"
"M280-P117-L16-A2,""M280-P16-2"",376.035751697331,266.145240332563,56.104031843263,69.7008952044603,391.950167380286,767.985919077616"
"M141-P407-L40-A3,""M141-R40-3"",124.584958373391,108.912514781261,29.7647657412413,21.3289476275978,160.0062281501,284.591186523492"
"M142-P407-L38-A6,""M142-R38-6"",25.054435692581,42.5944818671677,4.06084388789634,8.95946065980642,55.6147864148705,80.6692221074515"
"M144-P407-L32-A5,""M144-R32-5"",1530.27996908142,917.877996462076,186.512332500393,108.782873595892,1213.17320255836,2743.45317163978"
"M145-P407-L24-A6,""M145-R24-6"",99.3840298841584,126.00459094512,12.0816076955676,41.1002817351888,179.186480375876,278.570510260035"
"M148-P407-L37-A6,""M148-R37-6"",149.260594587225,287.104631264477,13.4676727745818,25.2915454164236,325.863849455483,475.124444042708"
"M149-P407-L18-A7,""M149-R18-7"",108.208504439299,200.161440066791,9.22080037915854,18.6571451911039,228.039385637054,336.247890076352"
"M150-P407-L36-A6,""M150-R36-6"",319.261984241975,470.056130661804,22.6381887638156,33.7100622222846,526.404381647905,845.66636588988"
"M153-P407-L38-A5,""M153-R38-5"",119.205017029389,118.553991327175,8.86005388609403,21.1953687716244,148.609413984894,267.814431014283"
"M154-P407-L39-A14,""M154-R39-14"",1080.79944156681,757.72849806908,41.6959658625464,127.71610351221,927.140567443837,2007.94000901065"
"M157-P407-L39-A10,""M157-R39-10"",1238.81264696559,767.0442976352,161.011065671187,139.081477014036,1067.13684032042,2305.94948728601"
"M158-P407-L37-A7,""M158-R37-7"",125.706201753817,247.381959253025,16.8847883995731,26.5174922907136,290.784239943312,416.490441697129"
"M159-P407-L37-A8,""M159-R37-8"",188.803473853131,316.563052799358,23.4914419516857,41.6044518879225,381.658946638966,570.462420492098"
"M161-P407-L38-A16,""M161-R38-16"",436.17755819823,335.127248296771,21.4195450766683,58.4946438703912,415.04143724383,851.21899544206"
"M164-P407-L30-A9,""M164-R30-9"",395.436849729808,498.751144120463,35.0488898029394,59.0980839433184,592.898117866721,988.334967596528"
"M170-P407-L33-A7,""M170-R33-7"",922.508796301972,500.877648322399,51.251266595551,76.8067830446823,628.935697962632,1551.4444942646"
"M173-P407-L34-A9,""M173-R34-9"",103.153128581771,143.070859862975,9.5714507714078,20.8655225253048,173.507833159688,276.660961741459"
"M174-P407-L34-A16,""M174-R34-16"",222.30810907108,437.238658510151,23.4878119157247,28.1214074837558,488.847877909631,711.155986980711"
"M175-P407-L32-A2,""M175-R32-2"",318.979872206276,397.959605056278,28.6266601385369,43.0615506240712,469.647815818886,788.627688025163"
"M177-P407-L31-A15,""M177-R31-15"",1264.52871397983,1163.66869592662,55.0955829769061,154.807350089228,1373.57162899275,2638.10034297258"
"M178-P407-L31-A13,""M178-R31-13"",761.846717027848,1235.23317766014,57.3785355537061,105.086263485497,1397.69797669934,2159.54469372719"
"M182-P407-L21-A4,""M182-R21-4"",974.521258627761,1115.35335841268,64.8156469200899,124.044327849825,1304.21333318259,2278.73459181035"
"M183-P407-L20-A2,""M183-R20-2"",1605.32301504476,1238.54180581042,181.965460324346,194.327643842765,1614.83490997753,3220.15792502229"
"M190-P407-L19-A3,""M190-R19-3"",128.250288142601,306.266902335997,10.3383152295418,26.0082475338663,342.613465099406,470.863753242007"
"M192-P407-L22-A11,""M192-R22-11"",62.4727055258625,108.4154497902,8.425148402609,19.3919087287399,136.232506921549,198.705212447411"
"M193-P407-L23-A3,""M193-R23-3"",393.329946872944,757.873880143898,29.9088312586254,41.552190569216,829.33490197174,1222.66484884468"
"M196-P407-L22-A13,""M196-R22-13"",155.170972978536,183.800114776292,50.8602134642232,59.3680566032362,294.028384843751,449.199357822287"
"M198-P407-L20-A12,""M198-R20-12"",171.460852035696,311.361226177276,10.7867517353965,58.2150976581979,380.36307557087,551.823927606566"
"M200-P407-L22-A2,""M200-R22-2"",488.774076195937,538.452823733744,22.2573679724291,69.8763708339387,630.586562540112,1119.36063873605"
"M204-P407-L25-A3,""M204-R25-3"",285.645177725667,407.462036439421,18.3059939745396,31.8912556256901,457.659286039651,743.304463765317"
"M209-P407-L23-A7,""M209-R23-7"",477.450257022436,404.938985460388,29.9959362833709,38.7176828046642,473.652604548423,951.102861570859"
"M212-P407-L27-A10,""M212-R27-10"",109.812701439261,206.680841306193,13.3063425727514,19.8563656322646,239.843549511209,349.65625095047"
"M217-P407-L29-A3,""M217-R29-3"",273.183377749827,284.870304456316,18.4477663734207,46.7812285807698,350.099299410507,623.282677160334"
"M219-P407-L25-A7,""M219-R25-7"",188.447226402188,259.771871409147,18.0472033032963,58.1872905070761,336.00636521952,524.453591621708"
"M220-P407-L29-A8,""M220-R29-8"",207.621575426344,284.512069016907,12.4988914453652,27.9556771102667,324.966637572539,532.588212998883"
"M246-P407-L15-A16,""M246-R15-16"",488.080766261565,302.242229428867,22.7961576335427,48.5683886789573,373.606775741367,861.687542002932"
"M247-P407-L18-A13,""M247-R18-13"",549.625720845442,768.193259074563,64.8675682813493,80.5473718063967,913.608199162309,1463.23392000775"
"M248-P407-L16-A7,""M248-R16-7"",1337.53924131167,546.296465283735,75.0851778305977,132.018497970285,753.400141084618,2090.93938239628"
"M250-P407-L15-A15,""M250-R15-15"",110.810104253762,234.258626407363,11.5857757441553,33.3887670492922,279.233169200811,390.043273454573"
"M251-P407-L17-A13,""M251-R17-13"",178.196825161882,326.360678185704,17.4598044459542,27.5323113882971,371.352794019955,549.549619181837"
"M253-P407-L16-A16,""M253-R16-16"",276.621132989249,337.49540881768,20.8392325342904,32.5173126914956,390.851954043466,667.473087032715"
"M255-P407-L16-A14,""M255-R16-14"",123.013888265996,143.71971225582,8.90327707640949,33.7012708103147,186.324260142545,309.338148408541"
"M258-P407-L18-A4,""M258-R18-4"",377.96279494755,499.938889268425,19.3877069719803,37.8870802910941,557.2136765315,935.176471479049"
"M260-P407-L17-A14,""M260-R17-14"",493.390975103626,656.876355711866,27.7385589687328,87.2699004265484,771.884815107148,1265.27579021077"
"M262-P407-L15-A5,""M262-R15-5"",369.314173031794,221.51461842067,14.568276838177,52.369031522188,288.451926781035,657.766099812828"
"M263-P407-L17-A2,""M263-R17-2"",589.632865981183,889.415830995717,44.8901612100651,58.4753689749382,992.78136118072,1582.4142271619"
"M266-P407-L16-A4,""M266-R16-4"",888.016790086764,843.252079555517,50.1778197493185,167.850961160618,1061.28086046545,1949.29765055222"
"M267-P407-L15-A3,""M267-R15-3"",753.849727088202,562.324585078217,37.7348361913226,60.0094041996723,660.068825469212,1413.91855255741"
"M269-P407-L17-A3,""M269-R17-3"",496.691213402001,619.635171513064,30.4120305203278,49.5595270366088,699.606729070001,1196.297942472"
"M271-P407-L18-A5,""M271-R18-5"",171.551915221829,329.850792674894,15.2533360883728,22.713278243927,367.817407007194,539.369322229023"
"M272-P407-L18-A2,""M272-R18-2"",371.796020689212,365.019654441816,20.0531659789693,29.4788053198442,414.551625740629,786.347646429841"
"M282-P407-L14-A11,""M282-R14-11"",226.709116235846,418.642515489406,25.7225768953023,43.0916689794485,487.456761364157,714.165877600003"
"M285-P407-L14-A4,""M285-R14-4"",418.873013472259,280.616890997789,21.3135481856189,66.1391080077722,368.069547191181,786.94256066344"
"M290-P407-L9-A7,""M290-R9-7"",301.807857618602,490.110713498639,40.4855525793305,36.8837850002477,567.480051078217,869.28790869682"
"M294-P407-L10-A12,""M294-R10-12"",295.302122966409,376.403716606098,16.561273676551,29.5597791781303,422.524769460779,717.826892427189"
"M296-P407-L14-A12,""M296-R14-12"",164.729976070215,256.444818683568,12.8690621021804,23.680248792291,292.99412957804,457.724105648255"
"M300-P407-L11-A9,""M300-R11-9"",304.303958738943,427.634327782899,26.0613080378963,60.2179102192887,513.913546040084,818.217504779027"
"M304-P407-L12-A9,""M304-R12-9"",293.348557649407,257.894088887868,26.876461852427,42.9484281831859,327.718978923481,621.067536572888"
"M146-P407-L39-A6,""M146-R39-6"",93.408451782868,98.8753615122363,2.25258324213277,13.2361201568575,114.364064911227,207.772516694095"
"M147-P407-L33-A6,""M147-R33-6"",1242.11074462908,492.178476894935,1.44693401797143,149.075377996526,642.700788909433,1884.81153353851"
"M155-P407-L39-A15,""M155-R39-15"",537.612214723492,346.751952838514,3.14221739479651,91.9981958532658,441.892366086576,979.504580810068"
"M162-P407-L38-A7,""M162-R38-7"",248.611080347867,247.732433210789,3.00466404789237,58.4889067382032,309.226003996884,557.837084344751"
"M165-P407-L30-A15,""M165-R30-15"",632.204853851801,1418.73128684307,4.54476981596104,176.71925158641,1599.99530824545,2232.20016209725"
"M166-P407-L39-A9,""M166-R39-9"",925.158074948453,415.09103132329,2.23374036220741,67.3180266915684,484.642798377066,1409.80087332552"
"M167-P407-L38-A9,""M167-R38-9"",588.742014407173,618.252753239045,4.2669539324726,100.781435836073,723.30114300759,1312.04315741476"
"M176-P407-L31-A16,""M176-R31-16"",635.903144860233,798.185168074085,10.7888904046263,137.026999171059,946.00105764977,1581.90420251"
"M180-P407-L31-A14,""M180-R31-14"",1117.08801398357,465.577660365283,2.76130619368894,142.400741757269,610.73970831624,1727.82772229981"
"M186-P407-L20-A11,""M186-R20-11"",343.99485039365,354.041020293283,2.84320458213588,46.4653350859029,403.349559961322,747.344410354972"
"M188-P407-L20-A4,""M188-R20-4"",476.030421037527,503.09293849983,6.01309856509852,96.0967335125776,605.202770577506,1081.23319161503"
"M195-P407-L22-A12,""M195-R22-12"",133.750010379384,125.241870136089,1.91206327229053,20.8614360297217,148.015369438101,281.765379817485"
"M197-P407-L21-A12,""M197-R21-12"",104.697522260356,194.685107708931,3.06744348602215,24.1756478315925,221.928199026546,326.625721286902"
"M199-P407-L23-A2,""M199-R23-2"",199.999121147189,277.754518162443,3.17875899693194,37.3981865294759,318.331463688851,518.33058483604"
"M201-P407-L28-A10,""M201-R28-10"",73.2360305712738,244.445612915785,5.01136070839436,28.7956116962393,278.252585320419,351.488615891693"
"M203-P407-L24-A7,""M203-R24-7"",107.73920870481,108.257414097477,1.69649881343498,33.5171584389569,143.471071349869,251.210280054678"
"M207-P407-L29-A16,""M207-R29-16"",539.531861339184,981.981063530592,4.8907697164417,120.995082511989,1107.86691575902,1647.39877709821"
"M234-P323-L16-A16,""M234-G16-16"",76.2385984944502,239.857714949977,4.83775462194545,29.5162223923974,274.21169196432,350.45029045877"
"M237-P323-L20-A10,""M237-G20-10"",232.317431152179,337.434410512796,6.38906929816584,35.1220121414899,378.945491952451,611.262923104631"
"M238-P323-L20-A2,""M238-G20-2"",186.051487794655,307.20690042749,4.05401519144772,55.9098825084219,367.17079812736,553.222285922015"
"M239-P323-L16-A25,""M239-G16-25"",120.204123584759,190.156301964919,3.63515011937773,33.2640257137752,227.055477798072,347.259601382831"
"M264-P407-L16-A2,""M264-R16-2"",1045.14938000623,524.856017080414,5.31873411084119,98.1725462474472,628.347297438702,1673.49667744493"
"M268-P407-L15-A4,""M268-R15-4"",977.883448311241,917.768932809333,3.9675654148443,95.0597305874619,1016.79622881164,1994.67967712288"
"M270-P407-L16-A5,""M270-R16-5"",1069.10911133893,892.709741222936,2.78195897579964,142.749298536616,1038.24099873535,2107.35011007429"
"M273-P407-L16-A3,""M273-R16-3"",945.060778820694,846.677610767577,6.09446627437876,181.355019558628,1034.12709660058,1979.18787542128"
"M283-P407-L12-A10,""M283-R12-10"",284.490310410442,330.391928074965,7.25608948331782,51.7588517171574,389.40686927544,673.897179685882"
"M284-P407-L14-A7,""M284-R14-7"",508.477198360959,192.312458938004,1.2840729144172,36.6646061368047,230.261137989226,738.738336350185"
"M287-P407-L10-A7,""M287-R10-7"",223.32907545638,456.418024015887,6.26178900729401,33.1498913907778,495.829704413959,719.158779870339"
"M288-P407-L9-A5,""M288-R9-5"",229.313237444164,377.463512431544,19.0017738845038,30.9549497418598,427.420236057908,656.733473502072"
"M291-P407-L8-A7,""M291-R8-7"",241.81069562156,257.322567586849,3.82344594170309,30.6273113600217,291.773324888574,533.584020510134"
"M298-P407-L10-A5,""M298-R10-5"",256.508931677618,218.377703343263,3.74712065595968,20.3894682693433,242.514292268566,499.023223946184"
"M301-P407-L10-A6,""M301-R10-6"",321.948869330165,767.508398049023,5.4407807969086,54.0813110096521,827.030489855584,1148.97935918575"
"M303-P407-L9-A11,""M303-R9-11"",285.598137365039,544.354077634665,4.65046352584595,56.5048866455325,605.509427806043,891.107565171082"
"M305-P407-L10-A11,""M305-R10-11"",299.296905514661,311.424663235117,4.13056320249842,52.5711247843586,368.126351221974,667.423256736635"
"M306-P407-L8-A11,""M306-R8-11"",77.3689357823485,132.360059623198,2.51363140958868,19.551441068557,154.425132101344,231.794067883693"
