"ech","eau","C14.0","C16.0","C18.0","C18.1n9","C18.1n7","C18.2","C18.3","C20.0","tlip.MS","trans.alpha.carotene","trans.beta.carotene","total.trans.carotene.natif","ratio.alpha.beta","ratio.alpha.natif","ratio.beta.natif","X13.cis.beta.carotene","X9.cis.beta.carotene","total.beta.carotene","total.carotene"
"M210",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M211",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M212",25,0.8,43,5.3,38,1.7,10.7,0.2,0.4,83.2413024700953,109.812701439261,206.680841306193,316.493542745454,0.531315339850855,0.346966641046385,0.653033358953615,13.3063425727514,19.8563656322646,239.843549511209,349.65625095047
"M213",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M214",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M215",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M216",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M217",25,0.8,38.5,7,40.9,1.7,10.5,0.3,0.4,82.1909800118304,273.183377749827,284.870304456316,558.053682206143,0.958974570098509,0.489528850826423,0.510471149173577,18.4477663734207,46.7812285807698,350.099299410507,623.282677160334
"M218",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M219",20,1.1,41.3,5.4,38.5,1.9,10.7,0.4,0.7,85.5944823507171,188.447226402188,259.771871409147,448.219097811336,0.725433532814564,0.420435513172867,0.579564486827133,18.0472033032963,58.1872905070761,336.00636521952,524.453591621708
"M22",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M220",23,0.6,37.9,5.8,41.7,1.7,11.7,0.2,0.4,83.302735543529,207.621575426344,284.512069016907,492.133644443251,0.729746109343452,0.42188047448214,0.57811952551786,12.4988914453652,27.9556771102667,324.966637572539,532.588212998883
"M221",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M222",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M223",35,0.8,39.1,5.8,42.7,1.3,9.3,0.4,0.5,78.5267259997817,654.884771230427,971.962052807871,1626.8468240383,0.673776069074457,0.402548513820629,0.597451486179371,145.617821488849,276.614877310281,1394.194751607,2049.07952283743
"M224",34,0.6,41.7,5.8,42.4,0.6,8.2,0.3,0.4,83.9608692670184,120.141624347982,291.646938576887,411.788562924869,0.411942004034817,0.291755612381838,0.708244387618162,23.4899971942931,87.5387527002826,402.675688471462,522.817312819444
"M225",27,0.2,28.5,9.5,53.2,0,7.8,0.3,0.5,82.9815276188839,274.226368850185,871.364814940764,1145.59118379095,0.314709022154891,0.239375418325694,0.760624581674306,55.2146400262683,192.889220839702,1119.46867580673,1393.69504465692
"M226",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M227",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M228",26,1.1,45.5,4.6,35.2,1.3,11.8,0.3,0.3,86.1451038728119,157.333190435133,204.545942877194,361.879133312327,0.769182650225399,0.43476723566524,0.56523276433476,27.8550634878573,50.2945367032353,282.695543068286,440.028733503419
"M229",17,1.3,49.1,4.4,31.5,1.3,11.8,0.3,0.3,NA,122.456577219887,217.883291230933,340.339868450819,0.562028306659348,0.359806736064429,0.64019326393557,41.8092064297579,55.6190916248566,315.311589285547,437.768166505434
"M23",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M230",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M231",30,0.5,40.6,5.7,41.9,1.3,9.5,0,0.5,NA,155.717448177791,193.630261496702,349.347709674494,0.804199958075475,0.445737710211072,0.554262289788928,36.5221405081881,32.3930353250678,262.545437329958,418.26288550775
"M232",22,0.4,37.9,6.2,43.9,1.1,9.7,0.3,0.5,NA,144.158924934154,293.746235501063,437.905160435217,0.490760076255114,0.329201247116796,0.670798752883204,39.918024938449,67.4467678633555,401.111028302867,545.269953237022
"M233",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M234",24,0.463883068468674,39.4483613977728,5.31739448209611,45.1206799737866,0.600273199631326,8.29616067965111,0.238002398275055,0.515244800318323,86.9174956281424,76.2385984944502,239.857714949977,316.096313444427,0.317849265387815,0.241187876137169,0.758812123862831,4.83775462194545,29.5162223923974,274.21169196432,350.45029045877
"M235",20,0.249235062557948,31.7108024415501,5.93040825377372,50.1918957261809,0.564887427824714,10.6236886284165,0.315828315821385,0.413254143874763,88.2275981015088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M236",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M237",23,0.416156165141537,40.3554849709644,4.66732968977111,45.8873972363958,0.679199084204766,7.29306557605852,0.334898299910435,0.366468977553515,88.2917539388351,232.317431152179,337.434410512796,569.751841664975,0.688481743160482,0.407751961754582,0.592248038245418,6.38906929816584,35.1220121414899,378.945491952451,611.262923104631
"M238",23,0.514121798166984,42.7230998624607,4.94928498357736,42.3513115099406,0.609466345830716,8.3302168322512,0.158596329950412,0.363902337822007,89.3986317952534,186.051487794655,307.20690042749,493.258388222145,0.605622749800729,0.377188695087866,0.622811304912134,4.05401519144772,55.9098825084219,367.17079812736,553.222285922015
"M239",23,0.281984355198972,35.352325167308,7.94779213803514,46.601224564073,0.390222182578194,8.76191199823365,0.208897666627009,0.455641927946022,86.4701402489068,120.204123584759,190.156301964919,310.360425549678,0.632133262703723,0.387304932231182,0.612695067768818,3.63515011937773,33.2640257137752,227.055477798072,347.259601382831
"M24",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M240",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M241",31,0.5,36.3,6.5,48.5,1.4,6.2,0.3,0.4,81.4717099027321,798.025886537851,782.092089013367,1580.11797555122,1.0203733009812,0.505041964514999,0.494958035485001,84.0376519525871,192.540701966644,1058.6704429326,1856.69632947045
"M242",33,0.2,29.1,8.1,53.8,0.6,7.6,0.2,0.4,81.1112985310351,415.749486639451,252.172911365682,667.922398005133,1.64866830615506,0.622451781645831,0.377548218354169,46.7819544755647,92.1216039917116,391.076469832959,806.82595647241
"M243",24,0.4,41.6,6.1,42.1,0.7,8.7,0.1,0.5,NA,188.006345888559,247.611944385567,435.618290274126,0.759278177614108,0.431585059870306,0.568414940129694,67.7253753393451,71.8722649646282,387.20958468954,575.215930578099
"M244",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M245",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M246",22,0.5,39.5,6.7,42.1,1.8,8.8,0.3,0.4,85.1948711778804,488.080766261565,302.242229428867,790.322995690432,1.61486621900542,0.617571257477044,0.382428742522956,22.7961576335427,48.5683886789573,373.606775741367,861.687542002932
"M247",42,0.6,41.2,5.3,40.2,2,9.9,0.4,0.3,75.2938294460499,549.625720845442,768.193259074563,1317.81897992,0.715478448102464,0.41707224529336,0.58292775470664,64.8675682813493,80.5473718063967,913.608199162309,1463.23392000775
"M248",37,0.3,33,7.3,50.9,1.9,6,0.3,0.3,78.6197606348704,1337.53924131167,546.296465283735,1883.8357065954,2.44837615893593,0.710008434721178,0.289991565278821,75.0851778305977,132.018497970285,753.400141084618,2090.93938239628
"M249",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M25",41,0.7,41.6,4.5,42.1,0.6,9.9,0.4,0.3,67.6428695130823,115.123772236214,60.3131411106286,175.436913346843,1.90876764360605,0.656211797391874,0.343788202608126,51.7297096534464,33.6208105797902,145.663661343865,260.787433580079
"M250",34,0.6,40.2,6.1,38.5,1.6,12.2,0.3,0.4,NA,110.810104253762,234.258626407363,345.068730661125,0.473024647814117,0.321124733734808,0.678875266265192,11.5857757441553,33.3887670492922,279.233169200811,390.043273454573
"M251",45,1.1,47.7,4.3,33.5,1.6,11,0.3,0.5,76.2582384482263,178.196825161882,326.360678185704,504.557503347586,0.546011934257856,0.353174462731403,0.646825537268597,17.4598044459542,27.5323113882971,371.352794019955,549.549619181837
"M252",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M253",25,0.6,40.6,5.9,40.2,1.7,10.4,0.3,0.3,81.8313762616128,276.621132989249,337.49540881768,614.116541806929,0.819629321650074,0.450437521476527,0.549562478523473,20.8392325342904,32.5173126914956,390.851954043466,667.473087032715
"M254",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M255",30,0.5,37.9,4.5,47.6,1.8,7.1,0.2,0.4,83.226071111189,123.013888265996,143.71971225582,266.733600521816,0.855929129937527,0.461186322328126,0.538813677671874,8.90327707640949,33.7012708103147,186.324260142545,309.338148408541
"M256",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M257",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M258",38,0.5,45.4,6.1,35.6,1.7,10,0.4,0.4,75.574606146824,377.96279494755,499.938889268425,877.901684215975,0.75601799152019,0.43052975263978,0.56947024736022,19.3877069719803,37.8870802910941,557.2136765315,935.176471479049
"M259",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M26",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M260",33,0.8,42.3,4.3,42.1,1.9,8.1,0.3,0.3,78.1117406732104,493.390975103626,656.876355711866,1150.26733081549,0.751116965641016,0.428935919403911,0.571064080596089,27.7385589687328,87.2699004265484,771.884815107148,1265.27579021077
"M261",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M262",23,0.6,40.3,4.8,43.7,1.8,8.2,0.2,0.4,81.9510802764422,369.314173031794,221.51461842067,590.828791452463,1.66722257729485,0.625078158638631,0.374921841361369,14.568276838177,52.369031522188,288.451926781035,657.766099812828
"M263",30,1,43.4,6,35.7,1.5,11.4,0.5,0.5,80.698700162037,589.632865981183,889.415830995717,1479.0486969769,0.662943974497371,0.398656830695543,0.601343169304457,44.8901612100651,58.4753689749382,992.78136118072,1582.4142271619
"M264",25,0.56810077073797,37.6002246504569,5.46553195347582,48.4212826464872,0.558815185664703,6.69474036952666,0.292004976307954,0.399299447342829,86.4224851110173,1045.14938000623,524.856017080414,1570.00539708664,1.9913068460566,0.66569795361573,0.33430204638427,5.31873411084119,98.1725462474472,628.347297438702,1673.49667744493
"M265",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M266",30,0.7,43.2,4.6,40.2,1.9,8.6,0.4,0.4,73.3214562467706,888.016790086764,843.252079555517,1731.26886964228,1.05308579915373,0.512928295343431,0.487071704656569,50.1778197493185,167.850961160618,1061.28086046545,1949.29765055222
"M267",23,0.5,40.3,4.7,45.3,1.9,6.9,0.2,0.3,83.6655711303466,753.849727088202,562.324585078217,1316.17431216642,1.34059535558692,0.572758273824208,0.427241726175792,37.7348361913226,60.0094041996723,660.068825469212,1413.91855255741
"M268",20,0.735244730624277,40.4376965416149,5.29713979401488,43.9563610411614,0.515162403123479,8.41570085033127,0.334565324282362,0.308129314847505,84.7597040303984,977.883448311241,917.768932809333,1895.65238112057,1.06550070867827,0.515855891117118,0.484144108882882,3.9675654148443,95.0597305874619,1016.79622881164,1994.67967712288
"M269",47,1,49,4.8,32.8,1.6,10.1,0.4,0.3,74.3332623072318,496.691213402001,619.635171513064,1116.32638491507,0.801586540333321,0.444933686163649,0.555066313836351,30.4120305203278,49.5595270366088,699.606729070001,1196.297942472
"M27",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M270",26,0.74546283483311,39.6469936365835,5.74426156021418,43.8000465001486,0.488924169380401,8.6625547006496,0.435936397270584,0.475820200920058,84.4492369076115,1069.10911133893,892.709741222936,1961.81885256187,1.19759991626656,0.54495811881042,0.45504188118958,2.78195897579964,142.749298536616,1038.24099873535,2107.35011007429
"M271",32,0.8,43.2,5.4,38.2,1.7,10,0.3,0.4,80.0228149116728,171.551915221829,329.850792674894,501.402707896723,0.52008944356521,0.342143974334428,0.657856025665572,15.2533360883728,22.713278243927,367.817407007194,539.369322229023
"M272",20,0.5,41.8,6.2,40.4,1.8,8.9,0.2,0.2,82.9389543107632,371.796020689212,365.019654441816,736.815675131028,1.01856438732802,0.50459841346765,0.49540158653235,20.0531659789693,29.4788053198442,414.551625740629,786.347646429841
"M273",44,0.758605629350188,43.7237583577834,3.94219345205947,42.8771780599324,0.74351389119711,7.20083020451719,0.476187734449057,0.277732670711235,78.2100056614414,945.060778820694,846.677610767577,1791.73838958827,1.11619909018726,0.527454668780001,0.472545331219999,6.09446627437876,181.355019558628,1034.12709660058,1979.18787542128
"M274",25,1,46.8,4.5,37.1,1.5,8.7,0,0.4,NA,136.473850317481,86.2987361380277,222.772586455509,1.58141192356749,0.612615099949639,0.387384900050361,46.0386129809981,32.7438306305645,165.08117974959,301.555030067072
"M275",36,0.1,26,8.2,55.8,0,9,0.4,0.5,78.4863276764327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M276",44,0.3,32.5,7.6,46.5,0.8,11,0.5,0.6,NA,361.473854207918,911.190878417402,1272.66473262532,0.396704864776239,0.284029127971709,0.715970872028291,76.6797829017266,271.516721932773,1259.3873832519,1620.86123745982
"M277",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M278",34,0.2,30.9,10.7,49.8,0.4,7.1,0.3,0.6,81.3772226922227,96.5904589917461,260.153162748994,356.74362174074,0.371283047152267,0.270755952188943,0.729244047811057,15.7528173401869,33.1489210584609,309.054901147642,405.645360139388
"M279",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M28",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M280",36,1.3,40.1,5,42.1,1.4,9.3,0.4,0.4,80.495305482366,376.035751697331,266.145240332563,642.180992029893,1.41289677481158,0.585560389305055,0.414439610694945,56.104031843263,69.7008952044603,391.950167380286,767.985919077616
"M281",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M282",44,0.9,44.6,5.5,36.8,1.6,9.8,0.4,0.3,74.0434319384603,226.709116235846,418.642515489406,645.351631725252,0.541533905056958,0.351295487747932,0.648704512252068,25.7225768953023,43.0916689794485,487.456761364157,714.165877600003
"M283",29,1.14448636623914,41.5342047391119,4.95212915831304,38.7874524527389,0.618963217555078,12.2288381486256,0.326533399205994,0.407392518210383,85.2897317224383,284.490310410442,330.391928074965,614.882238485407,0.861069191575081,0.462674464481533,0.537325535518467,7.25608948331782,51.7588517171574,389.40686927544,673.897179685882
"M284",34,0.756842493151738,42.8976166076852,4.83221737031595,42.1650706133783,0.628570896201967,8.00783169665121,0.348332603669666,0.363517718945983,87.2975928517776,508.477198360959,192.312458938004,700.789657298963,2.64401589563616,0.725577486860709,0.274422513139292,1.2840729144172,36.6646061368047,230.261137989226,738.738336350185
"M285",26,0.5,40.9,4.6,44.5,2.6,6.8,0.1,0.1,NA,418.873013472259,280.616890997789,699.489904470049,1.49268638813178,0.598826388766266,0.401173611233734,21.3135481856189,66.1391080077722,368.069547191181,786.94256066344
"M286",18,0.741245659901927,41.332276158287,4.84609134413043,42.8215084284832,0.645707406268172,9.04073227015496,0.251007910772176,0.321430822002143,89.786848450671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M287",37,1.46546108811478,48.1002377805515,5.08122894414995,34.7929559627733,0.536035784469542,9.33734337035149,0.324615367691973,0.3621217018975,81.2537447016305,223.32907545638,456.418024015887,679.747099472267,0.489308186147806,0.328547301827054,0.671452698172946,6.26178900729401,33.1498913907778,495.829704413959,719.158779870339
"M288",32,1.01048396296928,41.0148399778207,5.15971397075933,41.9098188854574,0.62528305714975,9.71840332877762,0.221437794673255,0.340019022392692,83.732929164868,229.313237444164,377.463512431544,606.776749875708,0.607511004088777,0.377920277088956,0.622079722911044,19.0017738845038,30.9549497418598,427.420236057908,656.733473502072
"M289",40,0.8,41.6,4.6,40.8,2.5,9.3,0.3,0.1,80.2976328509449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M29",23,0.5,43.4,4.5,44.6,0.7,5.9,0,0.4,84.1477800539654,119.824859803444,140.238905886393,260.063765689836,0.85443378958271,0.460751844785452,0.539248155214548,22.7549569159343,49.1627852398225,212.15664804215,331.981507845593
"M290",47,1.1,42.1,4.5,40.8,2.2,8.6,0.4,0.3,74.2812571024031,301.807857618602,490.110713498639,791.918571117242,0.61579526687788,0.381109710803739,0.618890289196261,40.4855525793305,36.8837850002477,567.480051078217,869.28790869682
"M291",31,0.698760476582477,40.7740664263844,4.65295802861793,42.5114969952775,0.624287383969343,10.1196890551274,0.255491253788029,0.363250380253024,85.7458761173266,241.81069562156,257.322567586849,499.133263208409,0.939718182859908,0.484461191921392,0.515538808078608,3.82344594170309,30.6273113600217,291.773324888574,533.584020510134
"M292",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M293",24,0.947812442389817,42.2043895455563,5.34735243590488,37.6302920834428,0.509647092471437,12.5032612593139,0.338066226089104,0.519178914831738,88.4755540208574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M294",24,NA,NA,NA,NA,NA,NA,NA,NA,83.0150746019313,295.302122966409,376.403716606098,671.705839572508,0.784535619438209,0.439630126119416,0.560369873880584,16.561273676551,29.5597791781303,422.524769460779,717.826892427189
"M295",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M296",34,0.5,40,5.7,41.4,2.1,10.1,0.2,0,84.3834682558041,164.729976070215,256.444818683568,421.174794753784,0.642360321085208,0.391120214509786,0.608879785490214,12.8690621021804,23.680248792291,292.99412957804,457.724105648255
"M297",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M298",20,0.881538338024721,42.4592944244122,4.4540944411868,41.0622671047756,0.630920581866943,9.95700175129365,0.209308936061174,0.345574422378952,88.5667155800135,256.508931677618,218.377703343263,474.886635020881,1.17461136256396,0.540147716867919,0.459852283132081,3.74712065595968,20.3894682693433,242.514292268566,499.023223946184
"M299",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M3",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M30",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M300",28,0.8,37.6,6.4,42.2,1.8,10.6,0.2,0.4,81.3084969587002,304.303958738943,427.634327782899,731.938286521842,0.711598529324409,0.415750841761524,0.584249158238476,26.0613080378963,60.2179102192887,513.913546040084,818.217504779027
"M301",45,0.66564445858569,44.8393106668821,4.06280446332452,38.8890841389737,0.687976219631254,10.110117922389,0.412583500261927,0.332478629951838,79.982425323991,321.948869330165,767.508398049023,1089.45726737919,0.419472764270133,0.295513076988003,0.704486923011997,5.4407807969086,54.0813110096521,827.030489855584,1148.97935918575
"M302",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M303",47,1.0904151242981,42.7298061902302,4.65579777109945,39.3351848061603,0.626963019425687,10.6888974587266,0.405875338748538,0.46706029131104,78.203618064708,285.598137365039,544.354077634665,829.952214999704,0.524655089580709,0.34411395283178,0.65588604716822,4.65046352584595,56.5048866455325,605.509427806043,891.107565171082
"M304",24,0.6,41.9,5.1,39.8,1.8,10.2,0.3,0.3,85.004359271122,293.348557649407,257.894088887868,551.242646537275,1.13747685693158,0.532158677294157,0.467841322705843,26.876461852427,42.9484281831859,327.718978923481,621.067536572888
"M305",26,0.835993552413982,43.3501141786183,5.3732497524163,38.963682344868,0.510117350826532,10.2734393997677,0.28432972707071,0.409073694018404,87.5459163121407,299.296905514661,311.424663235117,610.721568749778,0.961057169992669,0.490070960040528,0.509929039959472,4.13056320249842,52.5711247843586,368.126351221974,667.423256736635
"M306",39,0.851406606139573,45.7094588526663,4.63080194923309,36.3176252432991,0.620586584469513,11.1983788613159,0.255099226720446,0.416642676156082,86.5078526063806,77.3689357823485,132.360059623198,209.728995405547,0.584533854114314,0.368899567905441,0.631100432094559,2.51363140958868,19.551441068557,154.425132101344,231.794067883693
"M31",20,0.8,43.9,2.9,41.3,1.8,8.6,0.4,0.4,80.0458395954601,302.560124093741,678.890233340195,981.450357433936,0.445668694635833,0.308278581593065,0.691721418406935,77.5454561486193,178.155431756011,934.591121244825,1237.15124533857
"M32",20,0.9,41,4.9,45.4,0.8,6.3,0.3,0.5,78.453332413396,337.777821068544,398.175745901657,735.953566970202,0.848313400665971,0.458966212310268,0.541033787689732,69.407644277808,119.428866132551,587.012256312016,924.79007738056
"M33",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M34",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M35",20,1.9,45.9,4.9,35.4,0.6,10.3,0.5,0.5,76.1622192626285,842.494187586541,1095.69654720422,1938.19073479076,0.768911967219619,0.43468074243864,0.56531925756136,114.656407294849,196.181549793747,1406.53450429282,2249.02869187936
"M36",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M37",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M38",14,1.3,48.6,4.9,35.3,1.4,7.6,0.3,0.5,79.5402829342847,325.891367931063,384.377140419212,710.268508350275,0.84784274001216,0.45882840658106,0.54117159341894,53.3860231944044,74.6202910170499,512.383454630666,838.274822561729
"M39",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40",19,0.4,39.3,4.7,46.4,0.7,8,0.1,0.4,81.8091289642092,338.314578362469,243.887057114682,582.201635477151,1.38717725477078,0.581095204387735,0.418904795612265,36.613342605669,94.6639850354784,375.164384755829,713.478963118298
"M41",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M42",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M43",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M44",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M45",19,0.7,43.4,3.7,41.5,1.6,8.3,0.3,0.4,83.3234258149735,233.314236943602,116.318113900605,349.632350844207,2.00582892139201,0.667313068656982,0.332686931343018,36.3280033656415,41.5261134769011,194.172230743147,427.48646768675
"M46",26,1.4,45.3,3.5,40.2,1.3,7.5,0.4,0.4,83.4981123818525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M47",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M48",19,1.2,47.2,3.6,39,0.8,7.9,0.1,0.2,NA,262.194455265721,182.361099909191,444.555555174911,1.43777623295914,0.589790077333664,0.410209922666336,51.0535763502902,42.6540405970081,276.068716856489,538.26317212221
"M49",18,1.8,49.2,3.5,33.6,1.4,9.9,0.3,0.4,84.6238577650982,86.3036488520385,97.714548507854,184.018197359892,0.883222101211486,0.468995186836064,0.531004813163936,29.5966415822016,36.8449538585776,164.156143948633,250.459792800672
"M5",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M50",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M51",30,1.6,47,3.4,39.1,1.6,6.8,0.4,0.1,83.4415422289603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M52",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M53",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M54",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M55",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M56",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M57",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M58",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M59",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M6",22,0.3,37.5,7.4,44.1,1.1,9,0.1,0.6,79.4720367401269,66.3212060781003,117.879053543818,184.200259621918,0.562620788717543,0.360049471234343,0.639950528765657,19.1534004221358,35.5065366435808,172.538990609534,238.860196687635
"M60",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M61",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M62",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M63",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M64",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
