"ech","C14.0","C16.0","C18.0","C18.1n9","C18.2","FFA(%)","trans.alpha.carotene","trans.beta.carotene","X13.cis.beta.carotene","X9.cis.beta.carotene","total.beta.carotene","total.carotene","lycopene","aT","aT3","gT3","dT3","total.T3","total.toco"
"82",0.928908998270925,41.5505247125522,5.22214352686822,41.8900935815126,8.58986419184977,25.1938666070527,349.400372126653,382.585486380217,83.2937044041425,153.569630177023,619.448820961382,968.849193088035,3.13724966328962,93.2554178772392,168.736593237532,226.674228232417,106.871905604334,502.282727074284,595.538144951523
"83",0.661649717860924,39.0459701329609,5.12633317332876,45.0411495932786,8.77175568278304,17.5724047763787,558.816305301633,428.219843755993,79.5102602693728,56.9660879500579,564.696191975424,1123.51249727706,1.19127746355157,128.205576288717,207.742420854384,223.590525081766,97.8928397360013,529.225785672151,657.431361960868
"84",1.03766914562998,40.6993923934416,4.7383881289396,41.3168869894565,9.94935292717929,15.2626350626085,561.94223633559,548.160535328911,92.5098914565031,108.640599968259,749.311026753673,1311.25326308926,3.6911456637169,214.156243903169,362.019177783307,333.871569074891,162.427975807665,858.318722665864,1072.47496656903
"85",0.834403855937705,40.7350687555034,4.87704668548298,42.5464695571099,9.11029635917372,13.1389140294188,408.978859509328,376.956647454652,62.7446078817341,106.363388602907,546.064643939294,955.043503448621,2.4174590784462,159.035114830297,282.484902929197,312.442522355699,135.270347202327,730.197772487223,889.232887317521
"86",0.711823700928657,38.9488127615854,5.20004357927226,43.2529745158645,9.86350819762155,12.7129655267067,291.646127691297,339.259845449773,41.7957939549112,70.862988480425,451.918627885109,743.564755576406,2.81237306186146,128.205818523993,274.067100170118,279.552837449076,110.027934203532,663.647871822726,791.853690346719
"88",0.560572908447235,37.4427748432523,5.37398018984096,45.5476358677339,9.0766942964215,6.46300436859696,214.685549447096,260.123322720965,19.1749998986532,101.608728208887,380.907050828505,595.592600275601,3.39630097840603,152.716251084384,169.605241954984,240.099216184736,100.015523168051,509.719981307772,662.436232392156
"89",0.863992413812411,42.1207206224206,5.05839770791033,41.3157079726086,9.04158305825597,17.6773330776967,300.550080871711,382.074428408071,54.6603261196084,103.374219472447,540.108974000126,840.659054871837,7.86966728765814,95.8419800677164,193.366521794902,269.307460389049,134.511746659936,597.185728843887,693.027708911604
"90",0.947211173922065,38.2891579812,5.15624341551152,44.2557157799292,10.0294689139751,18.6407251424274,460.325319458077,593.651469220183,95.0250230990943,127.799513525433,816.47600584471,1276.80132530279,1.09908082368529,157.749410540554,201.04994591528,296.886974235423,198.615040813527,696.55196096423,854.301371504784
"91",1.08173373917111,38.6310331996151,6.19313818900239,40.6286796639272,11.4285021227769,6.03826890567859,334.833501887493,587.974703427505,50.0625944733826,256.514015588789,894.551313489676,1229.38481537717,16.9731669036479,323.621702578654,314.878059939336,692.594804902267,270.943151839941,1278.41601668154,1602.0377192602
"92",0.838827749486647,37.7600496031973,5.63199680579559,43.9520669426956,10.5596371291037,18.7234305979348,441.838489848651,632.496673862618,52.1302051932835,107.736876424558,792.363755480459,1234.20224532911,2.33590206507868,131.812738045863,143.09737326894,293.996139153654,194.410201526868,631.503713949463,763.316451995326
"93",0.989240962586836,41.8620174333126,5.5388251159493,39.4787954382619,10.5420901775898,NA,272.069214195957,380.89170896343,60.6598175247932,88.043009119213,529.594535607437,801.663749803394,2.74775741624327,116.433816779227,249.888016373886,291.534432172099,194.278712333633,735.701160879619,852.134977658845
