"Compose";"Pretraitement_Gagnant";"Nombre_VL";"Rc";"R2cv";"RMSEC";"RMSECV";"R2p_Externe";"RMSEP_Externe";"RPD_Externe"
"total.carotene";"rbind(list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('detr','2'), list('sder',c(0, 2, 21)))";3;0,6549;0,5663;426,3079;477,9184;0,7754;373,9612;2,1461
