Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;log2;
2;100;10;1;0.3;
3;500;10;2;0.3;20.0
4;300;2;1;log2;
5;200;10;4;sqrt;20.0
6;300;10;1;log2;10.0
7;200;2;1;log2;
8;500;10;2;sqrt;10.0
9;100;5;2;log2;20.0
10;500;5;1;sqrt;
11;500;5;2;log2;10.0
12;200;10;4;sqrt;
13;100;2;1;0.3;10.0
14;500;5;4;sqrt;20.0
15;100;5;4;0.3;
16;200;10;4;log2;10.0
17;100;5;1;log2;
18;200;2;2;0.3;
19;200;2;4;log2;20.0
20;100;2;2;sqrt;
21;200;2;1;0.3;
22;200;10;4;0.3;
23;300;2;4;log2;10.0
24;300;5;4;0.3;10.0
25;100;2;4;log2;10.0
26;500;5;4;log2;20.0
27;500;5;2;0.3;20.0
28;500;2;1;0.3;10.0
29;200;5;2;log2;10.0
30;100;2;2;0.3;
