Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;1;0.3;10.0
2;200;5;2;0.3;10.0
3;100;10;4;log2;10.0
4;100;2;1;sqrt;10.0
5;200;2;4;0.3;
6;500;5;2;0.3;20.0
7;100;10;4;sqrt;20.0
8;500;2;1;sqrt;
9;500;5;1;log2;10.0
10;200;5;4;log2;10.0
11;300;5;2;log2;10.0
12;100;2;4;0.3;20.0
13;100;5;1;log2;
14;300;10;4;sqrt;20.0
15;300;10;2;0.3;10.0
16;500;5;2;sqrt;
17;100;5;2;log2;20.0
18;200;2;4;log2;20.0
19;500;10;1;0.3;20.0
20;200;2;2;sqrt;20.0
21;200;2;1;log2;20.0
22;300;2;2;log2;20.0
23;300;10;1;0.3;10.0
24;500;10;4;log2;10.0
25;200;2;2;0.3;
26;200;5;4;0.3;20.0
27;200;5;4;sqrt;20.0
28;100;5;4;0.3;
29;500;10;2;0.3;10.0
30;300;10;4;log2;20.0
