Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;0.3;20.0
2;500;5;4;0.3;20.0
3;200;10;1;log2;
4;500;5;1;log2;10.0
5;500;10;1;0.3;
6;100;2;2;log2;
7;200;5;4;0.3;
8;100;10;1;sqrt;
9;500;2;2;log2;10.0
10;100;10;1;log2;10.0
11;100;10;4;log2;20.0
12;300;2;1;sqrt;20.0
13;500;10;2;sqrt;
14;100;10;2;log2;
15;300;5;4;sqrt;20.0
16;100;10;4;log2;10.0
17;200;10;1;0.3;
18;500;2;2;0.3;20.0
19;300;5;4;log2;20.0
20;300;10;2;sqrt;
21;500;10;1;sqrt;
22;500;5;4;0.3;
23;300;10;1;log2;20.0
24;100;2;4;0.3;10.0
25;300;2;4;0.3;
26;200;10;1;log2;20.0
27;200;10;4;0.3;20.0
28;500;10;4;log2;10.0
29;200;10;1;log2;10.0
30;100;2;2;sqrt;20.0
