Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;log2;
2;300;10;1;sqrt;
3;500;5;4;0.3;
4;300;5;4;log2;20.0
5;300;2;4;0.3;10.0
6;200;2;4;log2;10.0
7;200;5;2;0.3;
8;500;5;1;0.3;
9;300;10;4;0.3;20.0
10;500;10;2;log2;10.0
11;300;10;4;0.3;10.0
12;300;10;1;0.3;10.0
13;500;5;2;0.3;10.0
14;300;5;1;0.3;
15;200;5;1;log2;
16;500;2;2;0.3;20.0
17;500;10;4;0.3;20.0
18;100;10;2;sqrt;
19;300;10;1;0.3;
20;200;2;1;log2;20.0
21;200;5;4;0.3;
22;300;5;4;sqrt;20.0
23;300;5;4;sqrt;10.0
24;500;2;2;log2;20.0
25;500;2;2;0.3;
26;200;10;2;log2;20.0
27;300;5;4;0.3;10.0
28;200;5;2;log2;10.0
29;500;10;1;0.3;
30;300;5;2;sqrt;10.0
