Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;4;sqrt;
2;300;2;1;log2;10.0
3;200;2;2;sqrt;10.0
4;200;10;1;0.3;
5;500;10;2;0.3;
6;100;2;4;log2;20.0
7;500;2;1;log2;
8;100;2;4;sqrt;10.0
9;100;5;1;log2;20.0
10;500;2;2;log2;
11;500;10;2;0.3;10.0
12;200;10;1;sqrt;
13;300;2;4;log2;10.0
14;200;2;1;0.3;10.0
15;500;5;4;0.3;
16;100;5;1;log2;10.0
17;100;5;4;log2;10.0
18;200;2;2;sqrt;
19;100;10;4;0.3;10.0
20;500;10;4;sqrt;20.0
21;100;10;4;log2;20.0
22;500;5;4;log2;20.0
23;500;5;4;sqrt;20.0
24;200;2;4;0.3;10.0
25;300;5;4;log2;10.0
26;500;2;1;0.3;20.0
27;300;2;1;log2;20.0
28;100;5;1;0.3;20.0
29;200;10;4;sqrt;
30;200;2;2;0.3;20.0
