Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;sqrt;10.0
2;300;10;2;log2;20.0
3;200;10;4;sqrt;10.0
4;100;5;4;sqrt;20.0
5;500;10;4;sqrt;20.0
6;100;5;4;0.3;20.0
7;100;2;2;sqrt;20.0
8;500;10;1;0.3;20.0
9;100;5;1;log2;20.0
10;300;10;1;sqrt;10.0
11;200;5;2;0.3;20.0
12;100;10;1;log2;10.0
13;500;10;1;log2;20.0
14;200;5;1;0.3;20.0
15;300;2;1;0.3;10.0
16;100;2;1;0.3;20.0
17;300;5;4;log2;
18;200;10;4;sqrt;20.0
19;100;10;4;log2;20.0
20;500;5;1;0.3;10.0
21;300;2;1;sqrt;10.0
22;300;2;4;log2;20.0
23;300;2;4;0.3;10.0
24;100;2;1;0.3;
25;100;5;2;0.3;20.0
26;500;10;1;0.3;10.0
27;200;5;2;log2;20.0
28;200;2;1;sqrt;20.0
29;500;5;2;0.3;20.0
30;100;2;2;log2;
