Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''),list('red',c(950,20,1)),list('snv',''),list('sder',c(1,3,15));0.2604;0.2797;1.1827;0.2754
2;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,15));-0.1687;0.314;0.9408;0.2486
3;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,11));0.3984;0.2664;1.3113;0.2616
4;list('adj',''), list('red',c(950,750,1)), list('msc',''), list('sder',c(1,3,21));0.3289;0.297;1.2416;0.2691
5;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,15));0.4376;0.2254;1.3562;0.2755
