Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;0.3;20.0
2;100;5;2;log2;10.0
3;500;2;2;sqrt;10.0
4;500;10;2;sqrt;10.0
5;100;2;2;log2;20.0
6;300;2;4;log2;20.0
7;200;5;4;log2;20.0
8;300;10;4;0.3;10.0
9;200;5;1;sqrt;10.0
10;500;2;4;log2;20.0
11;500;10;2;0.3;10.0
12;500;5;4;sqrt;20.0
13;300;2;1;0.3;10.0
14;500;2;2;log2;20.0
15;500;2;1;sqrt;20.0
16;100;5;1;0.3;10.0
17;200;10;4;log2;10.0
18;200;5;4;0.3;20.0
19;200;2;1;0.3;10.0
20;200;5;1;sqrt;
21;200;10;2;0.3;
22;500;10;1;sqrt;
23;100;2;2;sqrt;
24;500;10;1;sqrt;20.0
25;500;10;2;0.3;
26;500;10;1;0.3;20.0
27;100;2;4;log2;
28;300;10;4;sqrt;20.0
29;500;5;4;0.3;10.0
30;200;5;1;0.3;20.0
