Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;sqrt;10.0
2;100;5;4;sqrt;20.0
3;100;2;4;sqrt;10.0
4;100;5;2;log2;
5;100;5;1;sqrt;10.0
6;100;2;4;log2;10.0
7;200;5;4;0.3;
8;100;10;2;log2;20.0
9;500;10;2;0.3;
10;500;10;2;log2;
11;200;5;1;sqrt;20.0
12;100;10;2;0.3;10.0
13;500;10;2;log2;10.0
14;100;2;1;sqrt;10.0
15;500;10;1;0.3;10.0
16;200;2;4;0.3;20.0
17;300;2;4;log2;
18;100;10;4;sqrt;10.0
19;100;2;4;0.3;10.0
20;200;10;4;sqrt;20.0
21;200;2;1;0.3;20.0
22;500;5;2;log2;10.0
23;500;10;1;log2;
24;300;5;4;sqrt;10.0
25;200;2;4;sqrt;
26;100;2;2;0.3;20.0
27;100;5;4;0.3;10.0
28;300;5;2;log2;
29;300;10;1;0.3;
30;100;10;1;sqrt;
