Compose;ID_Pretraitement;Code_R_Pretraitement;Meilleurs_Hyperparam_XGB;Rc;R2cv;RMSEC;RMSECV
C16.0;1;list('adj',''), list('snv',''), list('sder',c(1,3,5));{'subsample': 0.9, 'n_estimators': 300, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 0.8};1.0;0.8124;0.0011;2.2644
C16.0;2;list('adj',''), list('snv',''), list('sder',c(2,3,15));{'subsample': 0.7, 'n_estimators': 300, 'max_depth': 10, 'learning_rate': 0.1, 'colsample_bytree': 0.8};1.0;0.8016;0.0003;2.3286
C16.0;3;list('adj',''), list('red',c(1,1300,1));{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 10, 'learning_rate': 0.1, 'colsample_bytree': 0.5};1.0;0.0528;0.0004;5.0887
C16.0;4;list('adj',''),list('red',c(950,700,1)),list('snv','');{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.3};1.0;0.5096;0.0516;3.6613
C16.0;5;list('adj',''),list('red',c(950,750,1)),list('snv','');{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.3};0.9999;0.4561;0.0661;3.8561
C16.0;6;list('adj',''), list('red',c(1,1000,1)), list('snv','');{'subsample': 0.7, 'n_estimators': 100, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 0.3};0.9975;0.1998;0.5335;4.677
C16.0;7;list('adj',''), list('red',c(1,1300,1)), list('snv','');{'subsample': 0.8, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.8};0.9808;0.1447;1.3735;4.8355
C16.0;8;list('adj',''), list('red',c(1,1200,1)), list('snv',''), list('sder',c(2,3,15));{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.3};1.0;0.7255;0.0051;2.7392
C16.0;9;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 9));{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.3};0.9999;0.1296;0.0743;4.878
C16.0;10;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 15));{'subsample': 0.7, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.3};0.9999;0.1354;0.0724;4.8615
C16.0;11;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 21));{'subsample': 0.8, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.8};0.9741;0.1129;1.5346;4.9244
C16.0;12;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 31));{'subsample': 0.8, 'n_estimators': 500, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.8};0.9743;0.1031;1.5328;4.9517
C16.0;13;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 15));{'subsample': 0.9, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 0.3};0.9952;0.1354;0.6662;4.8615
C16.0;14;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 21));{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.5};0.9187;0.1163;2.7191;4.9149
C16.0;15;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 25));{'subsample': 0.8, 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.5};0.919;0.1214;2.7237;4.9009
