Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;0.3;20.0
2;100;2;4;0.3;20.0
3;200;2;4;sqrt;10.0
4;200;5;4;log2;10.0
5;100;2;2;sqrt;20.0
6;300;2;4;sqrt;20.0
7;100;2;1;sqrt;
8;200;10;2;0.3;10.0
9;100;5;1;0.3;20.0
10;200;2;2;log2;
11;200;10;1;0.3;10.0
12;500;2;2;log2;10.0
13;500;10;1;log2;20.0
14;100;2;1;0.3;
15;100;2;4;sqrt;20.0
16;200;10;1;sqrt;10.0
17;300;5;4;0.3;10.0
18;500;2;2;0.3;10.0
19;500;5;1;log2;
20;300;2;4;log2;
21;300;10;2;sqrt;
22;100;10;1;log2;
23;500;2;4;0.3;
24;100;5;4;log2;20.0
25;100;2;4;log2;
26;100;5;2;0.3;
27;100;10;2;log2;10.0
28;200;10;1;0.3;
29;100;10;2;0.3;20.0
30;200;5;2;log2;20.0
