Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;sqrt;20.0
2;100;10;4;sqrt;20.0
3;200;5;2;0.3;10.0
4;100;5;4;sqrt;20.0
5;100;2;4;sqrt;
6;500;2;4;0.3;
7;500;10;2;sqrt;10.0
8;500;2;1;log2;10.0
9;300;10;4;0.3;20.0
10;100;5;4;0.3;20.0
11;200;5;4;log2;10.0
12;100;2;4;log2;10.0
13;300;5;2;0.3;10.0
14;300;10;1;0.3;
15;500;5;4;sqrt;
16;200;2;4;sqrt;
17;300;5;4;sqrt;
18;200;10;2;sqrt;
19;500;5;1;sqrt;
20;100;2;4;sqrt;20.0
21;500;2;4;sqrt;
22;500;5;4;0.3;10.0
23;500;2;2;sqrt;20.0
24;300;2;2;sqrt;20.0
25;200;10;2;0.3;10.0
26;500;2;4;sqrt;20.0
27;300;2;1;log2;20.0
28;300;10;2;0.3;20.0
29;100;10;2;log2;10.0
30;500;10;4;log2;
