Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
3;M117;45.75664481515189;66.71873956528646;-20.96209475013457;20.96209475013457
9;M148;13.467663063723096;17.567881070773435;-4.100218007050339;4.100218007050339
12;M121;10.336345910156016;28.296442633019673;-17.960096722863657;17.960096722863657
34;M223;145.6178350938615;85.20634321055155;60.411491883309935;60.411491883309935
37;M103;65.1148399261585;82.78690368702901;-17.672063760870515;17.672063760870515
39;M88;74.55402260812733;67.34002094805463;7.214001660072697;7.214001660072697
41;M35;114.65641678945696;81.49324937257242;33.163167416884534;33.163167416884534
50;M212;13.306342795877718;16.47645043975314;-3.170107643875422;3.170107643875422
57;M282;25.722588746187746;22.195463544432723;3.527125201755023;3.527125201755023
63;M283;7.256086655706;29.379608336560995;-22.123521680854996;22.123521680854996
72;M270;2.7819476502174716;40.66719488091605;-37.88524723069858;37.88524723069858
75;M201;5.011354380966812;18.076343633357933;-13.064989252391122;13.064989252391122
77;M180;2.761318849014348;43.87316939659991;-41.11185054758556;41.11185054758556
83;M166;2.233744443565314;24.76968434830859;-22.535939904743277;22.535939904743277
86;M32;69.40763898923865;40.45126166559272;28.95637732364593;28.95637732364593
88;M290;40.48554099501929;26.418756710935753;14.066784284083539;14.066784284083539
90;M247;64.86756010739899;46.67197146261915;18.19558864477984;18.19558864477984
92;M284;1.2840829170388146;29.250160806986464;-27.96607788994765;27.96607788994765
96;M229;41.80920314279939;34.346320710661665;7.462882432137725;7.462882432137725
107;M242;46.7819499672666;43.43495698778551;3.3469929794810866;3.3469929794810866
110;M188;6.013110384114545;23.386351981003237;-17.373241596888693;17.373241596888693
112;M72;131.5309760837139;73.76796759632451;57.7630084873894;57.7630084873894
113;M288;19.001771793938175;21.295758717004663;-2.2939869230664875;2.2939869230664875
