Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;0.3;10.0
2;100;2;1;log2;10.0
3;500;5;1;sqrt;20.0
4;100;5;4;0.3;20.0
5;500;10;1;0.3;10.0
6;100;2;4;log2;10.0
7;500;5;1;log2;20.0
8;500;2;4;log2;20.0
9;500;2;1;sqrt;
10;300;5;4;sqrt;
11;200;10;4;sqrt;
12;500;5;4;0.3;
13;100;2;1;0.3;10.0
14;100;5;1;0.3;10.0
15;100;10;4;0.3;20.0
16;100;2;1;sqrt;10.0
17;100;5;4;log2;10.0
18;100;5;1;0.3;
19;100;10;2;0.3;20.0
20;300;2;2;sqrt;
21;300;10;4;0.3;
22;100;5;4;sqrt;20.0
23;200;2;2;log2;20.0
24;300;10;4;0.3;20.0
25;500;10;4;log2;10.0
26;100;5;4;sqrt;10.0
27;500;2;2;0.3;
28;300;10;4;log2;
29;200;5;2;sqrt;
30;300;2;2;log2;20.0
