Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;log2;20.0
2;300;10;1;log2;
3;100;5;2;log2;
4;300;2;1;0.3;
5;200;2;4;0.3;20.0
6;300;10;4;log2;
7;300;10;2;sqrt;20.0
8;100;10;2;log2;
9;200;2;1;sqrt;
10;200;5;1;sqrt;20.0
11;500;10;2;sqrt;
12;100;2;2;log2;20.0
13;200;10;4;log2;20.0
14;300;2;1;log2;
15;100;10;1;0.3;20.0
16;100;10;1;log2;10.0
17;300;5;4;0.3;20.0
18;100;2;2;log2;
19;500;5;1;sqrt;10.0
20;200;5;2;0.3;20.0
21;500;10;4;0.3;10.0
22;300;5;2;log2;20.0
23;300;2;4;log2;
24;300;5;4;log2;20.0
25;200;2;1;log2;
26;200;5;2;log2;10.0
27;200;5;4;0.3;20.0
28;500;5;1;0.3;10.0
29;100;5;2;log2;20.0
30;100;10;1;sqrt;
