Compose;ID_Pretraitement;Code_R_Pretraitement;Meilleurs_Hyperparam_RF;Rc;RMSEC;RMSECV
C18.0;1;list('adj',''), list('snv',''), list('sder',c(1,3,5));Erreur extraction;0.9533;0.5598;0.0
C18.0;2;list('adj',''), list('snv',''), list('sder',c(2,3,15));Erreur extraction;0.969;0.4692;0.0
C18.0;3;list('adj',''), list('red',c(1,1300,1));Erreur extraction;0.931;0.7365;0.0
C18.0;4;list('adj',''),list('red',c(950,700,1)),list('snv','');Erreur extraction;0.9657;0.5272;0.0
C18.0;5;list('adj',''),list('red',c(950,750,1)),list('snv','');Erreur extraction;0.9693;0.5294;0.0
C18.0;6;list('adj',''), list('red',c(1,1000,1)), list('snv','');Erreur extraction;0.8642;1.042;0.0
C18.0;7;list('adj',''), list('red',c(1,1300,1)), list('snv','');Erreur extraction;0.8711;1.0715;0.0
C18.0;8;list('adj',''), list('red',c(1,1200,1)), list('snv',''), list('sder',c(2,3,15));Erreur extraction;0.9621;0.5079;0.0
C18.0;9;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 9));Erreur extraction;0.8716;1.0711;0.0
C18.0;10;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 15));Erreur extraction;0.8904;1.0086;0.0
C18.0;11;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 21));Erreur extraction;0.8927;1.0008;0.0
C18.0;12;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 31));Erreur extraction;0.8931;1.0038;0.0
C18.0;13;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 15));Erreur extraction;0.8856;1.0131;0.0
C18.0;14;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 21));Erreur extraction;0.8932;1.0004;0.0
C18.0;15;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 25));Erreur extraction;0.8989;0.9958;0.0
C18.0;16;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 31));Erreur extraction;0.8935;1.0002;0.0
C18.0;17;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 5));Erreur extraction;0.9325;0.879;0.0
C18.0;18;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 9));Erreur extraction;0.9807;0.6156;0.0
