Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;4;sqrt;10.0
2;100;2;2;0.3;
3;500;10;1;0.3;
4;200;10;2;sqrt;20.0
5;200;2;4;0.3;
6;500;10;4;log2;
7;500;10;2;log2;
8;200;10;4;0.3;
9;200;5;4;log2;
10;500;2;4;sqrt;10.0
11;200;5;1;0.3;20.0
12;300;10;4;sqrt;20.0
13;200;10;1;0.3;10.0
14;500;5;4;sqrt;10.0
15;100;5;2;sqrt;10.0
16;200;2;4;0.3;10.0
17;500;10;4;0.3;10.0
18;500;5;2;sqrt;20.0
19;300;5;2;log2;10.0
20;200;10;1;sqrt;20.0
21;100;2;2;sqrt;10.0
22;100;10;4;log2;
23;500;10;2;sqrt;
24;200;2;4;log2;10.0
25;300;2;4;sqrt;20.0
26;200;2;1;0.3;
27;500;2;1;0.3;10.0
28;300;2;2;0.3;
29;200;10;1;sqrt;10.0
30;200;10;1;sqrt;
