Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;log2;
2;200;2;1;0.3;20.0
3;100;10;2;log2;10.0
4;100;5;4;log2;10.0
5;500;5;2;log2;10.0
6;500;5;2;log2;
7;100;10;1;log2;
8;300;10;1;log2;
9;300;5;1;0.3;10.0
10;200;2;2;log2;10.0
11;200;2;4;0.3;10.0
12;500;10;1;log2;20.0
13;500;10;1;sqrt;
14;300;2;1;sqrt;
15;100;2;4;log2;
16;100;2;1;0.3;10.0
17;500;2;2;0.3;
18;500;2;2;sqrt;10.0
19;300;2;2;log2;10.0
20;300;2;1;0.3;10.0
21;500;10;2;sqrt;
22;300;5;2;sqrt;
23;100;5;4;log2;20.0
24;500;2;4;0.3;20.0
25;500;10;4;0.3;10.0
26;500;2;4;log2;20.0
27;200;2;4;0.3;
28;100;2;1;sqrt;10.0
29;100;2;2;0.3;
30;200;10;2;0.3;20.0
