Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 31));0.6697;37.854;1.7697;33.6836
2;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2,3,21));0.1989;41.7597;1.1364;32.6117
3;list('adj',''), list('red',c(1,1300,1)), list('sder',c(2,3,15)), list('snv','');0.6058;39.4289;1.62;31.6854
4;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2,3,21));0.6216;43.4715;1.6533;32.4417
5;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2,3,21));0.5973;41.8812;1.6028;32.4321
