Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;0.3;20.0
2;200;2;1;log2;
3;500;2;1;0.3;
4;100;5;4;log2;
5;500;5;1;sqrt;
6;300;5;2;sqrt;20.0
7;500;10;4;0.3;
8;300;5;4;0.3;
9;300;10;4;sqrt;10.0
10;300;2;2;sqrt;20.0
11;200;10;4;log2;20.0
12;500;2;4;sqrt;10.0
13;200;5;4;log2;10.0
14;500;10;2;0.3;
15;500;5;1;log2;
16;500;5;4;sqrt;10.0
17;100;2;1;log2;10.0
18;500;10;2;log2;20.0
19;100;5;1;0.3;20.0
20;200;10;2;log2;10.0
21;500;10;1;log2;10.0
22;500;5;2;sqrt;
23;200;5;1;sqrt;
24;500;5;4;log2;
25;500;10;4;sqrt;
26;300;2;1;log2;20.0
27;100;2;4;log2;
28;200;2;4;log2;10.0
29;200;2;1;sqrt;
30;100;2;2;sqrt;
