Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure
4;210;117.86903560542756;239.0273318613561;-121.15829625592853
6;182;281.8285013310604;334.96215116658806;-53.13364983552765
7;48;220.20430493433616;327.0255152936558;-106.82121035931965
8;45;118.30927971995528;273.38652244674233;-155.07724272678706
9;72;258.55526495206817;280.2928263781429;-21.737561426074706
14;102;478.54094892700255;365.9644422915049;112.57650663549765
17;86;279.5528273207648;336.8537516332886;-57.30092431252382
18;23;641.5525106268614;346.1328780441096;295.4196325827518
35;114;266.41836779323813;326.6683334416391;-60.24996564840097
36;71;214.4938065159485;324.4885696000995;-109.99476308415097
39;172;244.34852952850852;328.9918599732417;-84.64333044473315
40;1;366.78465431955937;377.58370795129065;-10.799053631731283
44;47;309.38166882117406;271.2868415492226;38.09482727195149
50;24;394.67897773823444;334.06963016765695;60.609347570577484
54;99;516.6121351296888;388.47040881097115;128.14172631871764
70;56;274.58244960021545;285.63749172510074;-11.05504212488529
73;183;245.7352751836026;313.90127496207936;-68.16599977847676
74;208;262.31678882035254;262.30399505205315;0.01279376829938883
78;82;226.67422524234348;273.78292584096164;-47.10870059861816
94;62;260.36888722457354;260.811881512041;-0.4429942874674566
106;53;288.5987410701495;296.66012492585384;-8.061383855704321
112;60;248.11046433098224;269.7786090664846;-21.668144735502352
120;109;233.29797215822632;296.81956528206285;-63.52159312383654
124;79;213.31598653354038;328.4365532195332;-115.12056668599283
125;179;336.418541172737;330.97886377273113;5.4396774000058485
131;98;179.9173523429637;271.1902785996701;-91.27292625670637
