Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(1, 3, 11));0.1071;0.5147;1.0764;0.5939
2;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(1, 3, 11));-0.2662;0.609;0.9039;0.5871
3;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(1, 2, 5));0.0233;0.6464;1.0291;0.583
4;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 3, 21));-0.0188;0.7015;1.0077;0.5537
5;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(1, 3, 15));0.0745;0.5811;1.0572;0.5879
