Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 31));0.2942;0.0986;1.2106;0.0895
2;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 25));0.4046;0.0922;1.3181;0.0932
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 25));-0.1547;0.128;0.9465;0.0861
4;list('adj',''), list('red',c(1,1300,1)), list('sder',c(2,4,21)), list('snv','');0.1215;0.1149;1.0851;0.0873
5;list('adj',''), list('snv',''), list('sder',c(2,3,15));0.2431;0.1012;1.169;0.0994
