Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 3, 21));0.2574;91.7165;1.1803;67.046
2;list('adj',''), list('red',c(1,1300,1)), list('sder',c(2,4,21)), list('snv','');0.0322;92.9193;1.0339;64.7896
3;list('adj',''), list('snv',''), list('sder',c(2,3,15));0.3601;66.5869;1.2715;68.4794
4;list('adj',''),list('red',c(40,1300,1)),list('snv',''),list('sder',c(2,3,15));0.2753;85.4219;1.1948;63.9958
5;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 25));0.1893;58.9086;1.1296;69.3011
