Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;0.3;20.0
2;300;2;4;0.3;20.0
3;500;5;2;sqrt;10.0
4;100;10;1;sqrt;20.0
5;100;2;1;0.3;
6;500;2;2;sqrt;10.0
7;100;2;4;sqrt;20.0
8;300;5;4;sqrt;
9;200;2;1;log2;10.0
10;500;5;1;log2;20.0
11;500;2;1;0.3;
12;100;10;1;0.3;10.0
13;200;10;2;0.3;
14;300;10;4;log2;20.0
15;300;10;4;0.3;20.0
16;500;2;1;0.3;20.0
17;200;10;2;0.3;20.0
18;200;5;4;sqrt;20.0
19;100;2;1;sqrt;
20;300;10;2;log2;10.0
21;300;5;1;0.3;
22;300;5;1;log2;10.0
23;200;10;4;0.3;10.0
24;200;2;4;sqrt;
25;500;5;4;sqrt;10.0
26;100;2;1;log2;10.0
27;200;10;4;sqrt;10.0
28;300;5;4;log2;20.0
29;100;2;2;sqrt;20.0
30;200;10;2;sqrt;10.0
