Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;0.3;
2;100;10;1;log2;10.0
3;500;10;1;0.3;20.0
4;500;2;1;0.3;
5;200;5;2;0.3;20.0
6;300;10;4;sqrt;
7;100;2;1;log2;10.0
8;500;5;2;0.3;
9;300;5;4;sqrt;20.0
10;300;10;1;0.3;20.0
11;300;10;2;log2;
12;100;2;2;0.3;20.0
13;500;5;4;0.3;
14;100;10;2;0.3;
15;200;10;1;log2;
16;300;2;4;0.3;20.0
17;500;2;1;sqrt;10.0
18;200;5;2;0.3;
19;100;5;4;sqrt;10.0
20;100;10;4;log2;
21;300;2;1;0.3;20.0
22;100;10;2;sqrt;20.0
23;100;5;4;log2;
24;100;2;2;log2;10.0
25;200;5;4;0.3;20.0
26;500;2;2;log2;20.0
27;100;5;2;sqrt;20.0
28;100;5;4;sqrt;20.0
29;500;2;1;sqrt;
30;200;5;1;log2;
