Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;0.3;
2;200;10;4;0.3;
3;100;2;2;sqrt;
4;500;2;1;log2;
5;200;2;4;log2;
6;200;5;2;0.3;10.0
7;200;10;2;0.3;10.0
8;200;10;2;0.3;
9;300;2;1;log2;10.0
10;200;2;2;log2;
11;100;2;1;sqrt;20.0
12;200;2;4;0.3;10.0
13;500;2;1;log2;10.0
14;200;2;4;sqrt;
15;300;5;2;0.3;10.0
16;200;2;2;sqrt;20.0
17;500;5;4;log2;20.0
18;500;2;2;log2;10.0
19;200;10;1;sqrt;10.0
20;500;2;1;sqrt;10.0
21;100;2;4;sqrt;10.0
22;300;2;1;0.3;10.0
23;300;2;2;0.3;10.0
24;100;10;2;sqrt;10.0
25;100;10;1;sqrt;20.0
26;200;5;2;sqrt;20.0
27;300;2;2;sqrt;20.0
28;200;10;1;sqrt;20.0
29;100;10;4;log2;10.0
30;300;5;2;0.3;20.0
