Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;1;0.3;20.0
2;200;2;4;log2;
3;100;10;2;sqrt;20.0
4;200;2;1;log2;10.0
5;500;5;4;log2;
6;200;5;1;log2;20.0
7;100;5;2;sqrt;20.0
8;500;10;1;log2;10.0
9;300;2;4;log2;20.0
10;300;2;1;sqrt;
11;100;2;1;0.3;
12;100;2;1;sqrt;20.0
13;100;2;1;log2;20.0
14;100;5;1;log2;20.0
15;300;2;2;log2;10.0
16;300;2;1;sqrt;20.0
17;300;2;1;log2;10.0
18;300;5;2;sqrt;
19;100;5;2;0.3;10.0
20;200;5;2;sqrt;
21;100;5;2;sqrt;10.0
22;100;10;1;log2;20.0
23;300;5;1;sqrt;20.0
24;500;2;4;sqrt;10.0
25;500;10;2;sqrt;20.0
26;300;10;4;log2;20.0
27;100;10;4;sqrt;
28;500;10;2;0.3;10.0
29;100;2;4;sqrt;
30;300;10;1;sqrt;10.0
