Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;1;sqrt;
2;200;2;2;log2;
3;100;5;4;sqrt;
4;200;5;4;sqrt;10.0
5;500;2;2;0.3;20.0
6;500;2;2;sqrt;
7;300;5;2;log2;
8;300;10;1;log2;
9;100;5;2;log2;20.0
10;100;10;4;0.3;
11;100;2;4;0.3;20.0
12;500;2;2;sqrt;20.0
13;100;5;1;log2;10.0
14;300;2;2;0.3;
15;200;10;2;log2;
16;100;2;1;log2;
17;300;2;2;sqrt;10.0
18;200;2;1;log2;10.0
19;200;10;1;sqrt;20.0
20;200;2;1;0.3;20.0
21;300;2;4;sqrt;
22;200;10;4;0.3;
23;200;10;4;0.3;10.0
24;300;5;2;sqrt;
25;300;5;2;0.3;20.0
26;500;5;1;log2;10.0
27;300;5;2;sqrt;20.0
28;500;5;4;sqrt;
29;100;2;2;0.3;
30;300;5;1;log2;
