Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
4;21;898.2706299683293;1119.2890446594347;-221.01841469110536;221.01841469110536
12;90;1276.8013125914397;1055.5240637253235;221.27724886611622;221.27724886611622
20;111;1005.8609923543934;962.2208249807121;43.640167373681265;43.640167373681265
22;206;515.1524243438588;514.9656783315427;0.18674601231612087;0.18674601231612087
37;44;1579.9775671613381;1299.7253568890683;280.25221027226985;280.25221027226985
45;82;968.8492127788141;862.098232076461;106.7509807023531;106.7509807023531
49;89;840.6590638445139;1126.4015295554957;-285.74246571098183;285.74246571098183
50;218;1296.0559712716642;1193.618112745248;102.43785852641622;102.43785852641622
52;61;639.4917961559129;827.5296560301454;-188.03785987423248;188.03785987423248
58;6;768.7396884626693;734.3762744042533;34.36341405841597;34.36341405841597
68;109;571.3976920652077;746.2987685643682;-174.90107649916047;174.90107649916047
69;106;464.08578581975223;480.14802155186675;-16.062235732114516;16.062235732114516
70;198;801.3567898614824;951.9562811955656;-150.59949133408315;150.59949133408315
71;86;743.5647720762051;941.8750868913304;-198.31031481512525;198.31031481512525
73;83;1123.5125052473225;984.2076654339653;139.30483981335715;139.30483981335715
83;37;1545.2055810664535;1440.8384729421543;104.3671081242992;104.3671081242992
92;102;820.3748431876916;757.445797539931;62.92904564776052;62.92904564776052
97;67;1006.0629762149778;1689.3835799777758;-683.320603762798;683.320603762798
99;195;1095.9086935775042;818.9605387809642;276.94815479654005;276.94815479654005
100;104;935.3197110077664;910.3160565325696;25.003654475196754;25.003654475196754
101;63;1378.5228649975802;1123.684073469491;254.83879152808913;254.83879152808913
103;53;1228.746413168156;978.675767748822;250.07064541933414;250.07064541933414
107;172;1458.6121956738712;1280.7500695905508;177.8621260833204;177.8621260833204
111;58;610.3730149034494;704.5748159266004;-94.201801023151;94.201801023151
120;56;1201.282355094952;1082.091957120578;119.19039797437404;119.19039797437404
124;40;1588.3432609156237;1100.8832272849106;487.46003363071304;487.46003363071304
126;98;492.56918514390026;605.4784867263602;-112.90930158245993;112.90930158245993
