Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('detr','3'), list('sder',c(2,4,31));-0.1288;241.7086;0.9573;194.7311
2;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 2, 11));0.0907;273.7671;1.0666;180.7828
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('detr','2'), list('sder',c(1, 3, 9));-0.4088;221.2285;0.8569;198.7237
4;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('detr','3'), list('sder',c(2,4,25));0.2141;174.9239;1.1473;199.3846
5;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1,3,15));-0.011;224.3809;1.0115;185.7115
