Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;sqrt;10.0
2;300;2;2;log2;
3;300;5;1;0.3;20.0
4;500;5;4;sqrt;10.0
5;200;5;2;sqrt;20.0
6;200;5;1;sqrt;
7;100;5;4;log2;20.0
8;300;2;1;sqrt;20.0
9;100;10;4;sqrt;10.0
10;100;10;1;sqrt;20.0
11;300;5;4;sqrt;
12;300;5;2;0.3;20.0
13;200;2;1;log2;10.0
14;200;2;1;sqrt;10.0
15;200;2;2;log2;10.0
16;200;10;2;sqrt;20.0
17;500;10;2;sqrt;10.0
18;500;5;4;sqrt;
19;500;2;2;sqrt;
20;200;2;1;0.3;
21;100;2;2;log2;
22;500;10;1;sqrt;20.0
23;500;2;4;0.3;
24;100;2;4;sqrt;
25;100;2;4;log2;20.0
26;100;5;2;sqrt;10.0
27;100;10;4;sqrt;20.0
28;100;5;2;0.3;10.0
29;200;5;1;0.3;20.0
30;500;5;1;0.3;
