Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;2;log2;
2;500;2;4;sqrt;
3;200;10;4;0.3;20.0
4;500;10;1;0.3;10.0
5;200;5;4;log2;10.0
6;500;2;2;sqrt;10.0
7;100;5;2;0.3;
8;200;2;2;sqrt;
9;300;10;4;sqrt;10.0
10;200;10;4;log2;
11;100;2;1;log2;20.0
12;500;2;1;sqrt;20.0
13;100;10;2;log2;
14;200;5;1;log2;
15;500;10;1;0.3;
16;500;10;4;0.3;10.0
17;300;2;4;sqrt;20.0
18;100;2;1;0.3;
19;500;5;1;sqrt;20.0
20;300;10;1;log2;
21;300;5;1;sqrt;
22;200;5;2;0.3;
23;100;2;2;0.3;20.0
24;300;2;2;log2;
25;500;5;4;sqrt;20.0
26;100;2;2;0.3;
27;200;10;1;log2;10.0
28;300;10;2;sqrt;
29;200;5;4;sqrt;20.0
30;100;5;2;log2;
