Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;log2;20.0
2;300;5;2;0.3;20.0
3;300;2;4;log2;
4;300;5;1;0.3;
5;300;5;4;log2;10.0
6;100;2;2;log2;10.0
7;100;2;4;log2;
8;200;10;2;log2;10.0
9;300;5;4;sqrt;10.0
10;500;10;4;log2;10.0
11;200;2;2;log2;20.0
12;100;2;4;0.3;10.0
13;100;5;4;0.3;20.0
14;200;2;4;sqrt;10.0
15;100;10;4;0.3;
16;300;2;2;sqrt;10.0
17;200;5;2;log2;
18;100;10;4;sqrt;10.0
19;100;5;4;log2;20.0
20;500;10;2;0.3;20.0
21;100;10;1;0.3;
22;500;5;2;sqrt;10.0
23;500;5;1;0.3;20.0
24;500;2;1;sqrt;20.0
25;300;5;2;sqrt;20.0
26;300;2;1;sqrt;20.0
27;300;5;4;log2;20.0
28;200;10;1;log2;20.0
29;300;5;1;0.3;20.0
30;300;2;4;log2;10.0
