Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;0.3;20.0
2;200;10;2;sqrt;
3;500;5;4;log2;10.0
4;100;2;1;log2;10.0
5;300;5;1;0.3;20.0
6;500;10;4;log2;
7;100;10;2;sqrt;20.0
8;200;2;2;0.3;
9;500;2;1;0.3;
10;500;10;4;0.3;
11;100;10;1;0.3;20.0
12;100;2;4;sqrt;10.0
13;200;5;4;0.3;20.0
14;100;5;1;0.3;
15;300;10;4;sqrt;10.0
16;500;2;4;sqrt;20.0
17;100;2;2;sqrt;20.0
18;500;5;2;sqrt;10.0
19;200;10;2;sqrt;10.0
20;500;5;2;0.3;
21;100;5;1;sqrt;10.0
22;300;2;2;log2;10.0
23;200;5;1;0.3;
24;100;10;1;sqrt;20.0
25;500;5;2;0.3;20.0
26;100;10;2;sqrt;10.0
27;200;10;1;sqrt;10.0
28;300;5;4;log2;
29;500;10;4;log2;20.0
30;500;2;2;log2;10.0
