Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;1;sqrt;
2;300;10;1;sqrt;20.0
3;100;2;2;log2;20.0
4;300;10;2;log2;10.0
5;100;2;1;sqrt;10.0
6;200;5;1;sqrt;20.0
7;100;5;1;0.3;20.0
8;200;5;1;0.3;20.0
9;200;10;1;sqrt;10.0
10;500;10;2;sqrt;10.0
11;300;10;4;0.3;10.0
12;300;10;1;log2;20.0
13;200;5;2;log2;
14;100;2;1;log2;10.0
15;200;5;2;0.3;
16;200;5;1;log2;
17;300;10;2;sqrt;20.0
18;300;2;4;log2;
19;200;5;2;0.3;20.0
20;300;2;1;log2;
21;500;10;2;0.3;20.0
22;200;10;2;0.3;10.0
23;100;5;4;sqrt;
24;500;5;4;sqrt;20.0
25;100;5;2;0.3;20.0
26;100;5;2;0.3;
27;100;10;4;log2;
28;200;2;2;0.3;10.0
29;500;10;1;log2;
30;300;2;4;0.3;
