Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;sqrt;10.0
2;300;5;2;0.3;10.0
3;200;5;2;sqrt;20.0
4;300;10;2;log2;10.0
5;300;5;4;log2;
6;200;2;2;log2;
7;200;10;1;0.3;10.0
8;300;5;2;0.3;
9;200;10;4;0.3;
10;500;10;4;0.3;
11;300;2;1;log2;20.0
12;500;5;4;log2;10.0
13;200;10;1;log2;10.0
14;200;10;2;sqrt;20.0
15;500;5;1;0.3;
16;200;2;2;log2;10.0
17;300;10;4;0.3;10.0
18;300;10;2;log2;
19;500;10;2;log2;
20;100;5;2;sqrt;20.0
21;100;2;2;sqrt;20.0
22;100;10;1;log2;
23;200;5;2;sqrt;10.0
24;200;2;1;log2;20.0
25;500;2;2;sqrt;20.0
26;100;10;4;0.3;10.0
27;100;10;2;sqrt;10.0
28;200;2;1;0.3;20.0
29;100;2;1;log2;
30;300;2;4;0.3;20.0
