Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;log2;20.0
2;300;2;2;log2;10.0
3;100;10;4;log2;20.0
4;200;10;1;log2;
5;200;2;2;0.3;
6;200;5;4;sqrt;20.0
7;200;5;1;0.3;
8;500;2;4;sqrt;10.0
9;300;5;4;sqrt;
10;300;10;4;sqrt;20.0
11;200;5;1;log2;10.0
12;300;5;2;0.3;20.0
13;300;10;1;log2;
14;200;2;1;log2;10.0
15;300;10;1;0.3;10.0
16;100;5;2;0.3;
17;500;2;1;log2;20.0
18;500;5;2;log2;
19;100;2;4;0.3;20.0
20;100;2;2;log2;10.0
21;500;10;2;log2;
22;200;2;1;sqrt;10.0
23;100;2;2;0.3;10.0
24;300;5;4;0.3;
25;300;5;1;0.3;20.0
26;300;2;4;log2;20.0
27;100;2;4;0.3;10.0
28;300;10;4;0.3;10.0
29;200;5;4;sqrt;
30;500;10;4;sqrt;
