Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;1;sqrt;
2;500;10;2;sqrt;10.0
3;200;2;4;0.3;10.0
4;500;2;2;0.3;10.0
5;200;10;4;log2;
6;300;10;2;sqrt;10.0
7;200;5;2;0.3;10.0
8;200;2;1;sqrt;10.0
9;500;10;2;log2;20.0
10;300;10;4;sqrt;
11;100;5;1;sqrt;
12;300;5;2;0.3;20.0
13;200;2;1;log2;10.0
14;200;2;2;sqrt;20.0
15;300;10;1;sqrt;10.0
16;500;2;2;sqrt;20.0
17;300;5;4;log2;20.0
18;200;2;2;sqrt;10.0
19;300;2;4;sqrt;20.0
20;100;10;1;sqrt;10.0
21;100;10;2;log2;
22;300;10;4;log2;20.0
23;200;5;1;sqrt;20.0
24;200;2;4;sqrt;20.0
25;300;2;1;sqrt;
26;200;2;4;log2;20.0
27;500;2;4;sqrt;20.0
28;200;5;2;sqrt;20.0
29;200;2;2;0.3;20.0
30;100;5;4;0.3;20.0
