Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;0.3;
2;100;2;2;sqrt;
3;100;2;2;log2;10.0
4;300;2;4;log2;10.0
5;100;2;4;0.3;
6;300;5;2;log2;
7;300;2;2;0.3;20.0
8;200;10;1;log2;20.0
9;200;2;2;log2;10.0
10;300;2;1;log2;20.0
11;300;10;4;sqrt;20.0
12;200;2;2;0.3;10.0
13;100;10;2;0.3;20.0
14;500;10;2;sqrt;20.0
15;500;5;1;sqrt;
16;300;10;2;0.3;
17;500;2;4;sqrt;
18;100;2;2;sqrt;20.0
19;200;5;4;log2;10.0
20;200;10;4;0.3;20.0
21;200;5;1;0.3;10.0
22;200;10;2;log2;20.0
23;100;2;2;0.3;20.0
24;300;10;1;log2;
25;100;2;2;log2;20.0
26;200;5;4;sqrt;
27;300;10;2;sqrt;20.0
28;200;5;4;0.3;10.0
29;500;5;4;0.3;
30;300;10;4;0.3;20.0
