Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;1;log2;20.0
2;300;5;2;sqrt;
3;500;10;1;0.3;
4;100;10;4;sqrt;
5;300;10;1;0.3;20.0
6;200;2;2;0.3;20.0
7;300;5;2;sqrt;20.0
8;200;2;1;0.3;20.0
9;200;10;2;0.3;10.0
10;500;2;1;log2;
11;100;5;1;0.3;
12;100;2;4;sqrt;10.0
13;100;5;2;0.3;10.0
14;300;10;4;log2;
15;100;5;4;0.3;10.0
16;100;10;2;log2;
17;300;5;1;log2;
18;100;2;4;log2;
19;300;5;2;0.3;20.0
20;300;2;1;sqrt;
21;300;2;1;log2;
22;500;5;4;sqrt;
23;200;5;2;log2;20.0
24;300;10;1;log2;20.0
25;300;2;4;0.3;
26;500;2;4;sqrt;20.0
27;100;2;4;0.3;10.0
28;100;10;4;log2;
29;100;5;1;0.3;10.0
30;200;5;4;sqrt;10.0
