Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;sqrt;10.0
2;300;5;2;log2;20.0
3;500;2;1;0.3;20.0
4;100;2;4;0.3;20.0
5;500;2;2;sqrt;10.0
6;100;2;2;0.3;10.0
7;300;5;2;sqrt;20.0
8;100;10;2;0.3;10.0
9;500;2;1;sqrt;20.0
10;200;5;2;0.3;
11;500;2;1;log2;20.0
12;500;2;1;sqrt;10.0
13;300;10;2;sqrt;10.0
14;300;2;1;log2;20.0
15;500;5;2;log2;10.0
16;300;5;4;log2;
17;500;5;2;log2;20.0
18;100;2;1;0.3;20.0
19;100;10;1;sqrt;
20;100;10;1;sqrt;10.0
21;500;10;1;0.3;10.0
22;300;5;2;0.3;10.0
23;200;10;1;log2;10.0
24;500;2;4;0.3;20.0
25;200;5;4;0.3;10.0
26;500;10;2;0.3;10.0
27;300;10;2;log2;20.0
28;200;5;4;log2;
29;300;2;1;sqrt;
30;300;5;4;0.3;10.0
