Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;log2;20.0
2;500;2;2;log2;20.0
3;100;2;4;sqrt;
4;500;5;2;log2;
5;300;2;2;sqrt;10.0
6;300;10;4;sqrt;
7;200;2;4;0.3;10.0
8;500;10;2;log2;
9;100;2;2;0.3;10.0
10;500;5;2;sqrt;10.0
11;100;5;4;sqrt;10.0
12;100;10;4;0.3;
13;100;10;4;log2;
14;500;2;1;sqrt;10.0
15;500;2;2;log2;10.0
16;300;2;1;0.3;20.0
17;200;10;2;0.3;20.0
18;200;10;4;log2;20.0
19;300;2;2;0.3;
20;200;5;4;0.3;10.0
21;300;5;1;log2;10.0
22;100;2;1;sqrt;
23;100;10;1;0.3;
24;200;2;1;0.3;
25;100;2;4;log2;
26;300;5;4;sqrt;20.0
27;200;2;4;sqrt;
28;200;5;1;sqrt;
29;300;10;1;0.3;
30;200;10;1;sqrt;10.0
