Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''),list('red',c(950,20,1)),list('snv',''),list('sder',c(2,3,15));-0.0291;0.1229;1.0026;0.0909
2;list('adj',''), list('red',c(950,750,1)), list('msc',''), list('sder',c(1,3,15));-0.0779;0.093;0.9797;0.0969
3;list('adj',''), list('red',c(950,750,1)), list('msc',''), list('sder',c(1,3,15));0.1203;0.1195;1.0844;0.0909
4;list('adj',''), list('red',c(800,750,1)), list('snv',''), list('sder',c(2,3,15));-0.0048;0.0934;1.0146;0.0978
5;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 21));-0.0585;0.1287;0.9886;0.0937
