Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;0.3;
2;100;2;2;0.3;20.0
3;500;2;4;0.3;10.0
4;100;10;1;0.3;10.0
5;100;2;2;sqrt;10.0
6;300;2;1;sqrt;20.0
7;500;5;1;sqrt;10.0
8;200;10;2;log2;10.0
9;200;10;4;sqrt;20.0
10;200;2;1;0.3;10.0
11;200;10;4;0.3;
12;300;2;1;0.3;20.0
13;300;5;1;sqrt;20.0
14;500;2;2;log2;
15;100;2;2;log2;10.0
16;100;5;2;log2;20.0
17;100;10;4;0.3;
18;100;10;1;0.3;
19;100;10;4;log2;20.0
20;300;2;1;sqrt;
21;300;5;4;0.3;10.0
22;500;2;4;log2;
23;200;2;1;sqrt;
24;200;10;2;sqrt;10.0
25;200;10;1;log2;20.0
26;500;2;1;sqrt;
27;300;10;2;log2;10.0
28;200;10;1;sqrt;
29;200;5;1;0.3;
30;500;10;1;0.3;
