Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;1;sqrt;20.0
2;100;2;4;log2;20.0
3;100;5;2;sqrt;20.0
4;300;2;1;log2;
5;100;5;2;sqrt;10.0
6;500;5;1;sqrt;20.0
7;500;2;1;log2;20.0
8;100;5;1;0.3;
9;200;2;2;0.3;10.0
10;300;10;1;0.3;
11;500;5;2;sqrt;20.0
12;300;2;1;sqrt;10.0
13;100;2;4;0.3;20.0
14;300;10;4;0.3;10.0
15;500;2;2;0.3;10.0
16;200;2;1;log2;
17;500;10;2;0.3;10.0
18;200;10;1;sqrt;
19;300;2;1;0.3;10.0
20;200;5;1;0.3;
21;500;5;2;log2;
22;100;2;4;0.3;10.0
23;500;10;4;log2;20.0
24;100;5;1;0.3;20.0
25;500;10;2;sqrt;
26;500;2;1;sqrt;10.0
27;300;10;1;0.3;20.0
28;500;5;4;log2;
29;100;2;1;sqrt;10.0
30;300;5;4;sqrt;20.0
