Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;1;log2;20.0
2;500;2;1;log2;
3;300;2;1;0.3;10.0
4;200;10;1;sqrt;20.0
5;200;10;2;sqrt;20.0
6;500;10;2;log2;20.0
7;300;2;4;0.3;10.0
8;100;2;2;log2;10.0
9;300;5;2;sqrt;20.0
10;500;10;2;0.3;20.0
11;100;2;1;sqrt;10.0
12;300;2;4;log2;20.0
13;500;2;4;log2;20.0
14;100;10;1;log2;20.0
15;100;10;2;log2;20.0
16;200;5;2;sqrt;
17;200;2;4;log2;20.0
18;300;10;2;0.3;
19;500;5;4;sqrt;
20;200;5;1;0.3;
21;500;2;4;0.3;
22;500;2;4;sqrt;10.0
23;500;5;4;log2;20.0
24;300;10;1;log2;20.0
25;100;5;4;0.3;10.0
26;100;5;4;0.3;20.0
27;500;5;2;log2;
28;300;10;4;0.3;
29;500;10;4;log2;10.0
30;300;5;4;0.3;20.0
