Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;0.3;20.0
2;300;10;2;sqrt;
3;500;2;1;0.3;
4;100;2;1;0.3;
5;500;2;1;sqrt;
6;300;10;1;0.3;
7;300;2;1;log2;
8;200;10;4;sqrt;10.0
9;200;5;4;sqrt;20.0
10;200;5;1;sqrt;
11;300;2;1;sqrt;20.0
12;300;5;4;log2;20.0
13;500;10;4;sqrt;
14;500;10;1;0.3;20.0
15;100;5;2;0.3;20.0
16;100;10;2;sqrt;20.0
17;300;5;4;log2;
18;500;10;4;0.3;10.0
19;300;10;4;log2;
20;200;5;1;sqrt;20.0
21;300;10;2;log2;10.0
22;300;2;4;0.3;
23;300;5;1;log2;20.0
24;300;5;4;sqrt;20.0
25;300;5;1;0.3;10.0
26;100;5;4;0.3;10.0
27;200;2;2;0.3;20.0
28;500;5;2;sqrt;
29;200;2;2;log2;
30;100;2;1;0.3;20.0
