Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;sqrt;10.0
2;100;2;2;sqrt;
3;500;2;4;sqrt;20.0
4;500;5;1;0.3;10.0
5;100;2;1;log2;20.0
6;300;10;2;0.3;20.0
7;200;10;2;sqrt;20.0
8;500;2;1;0.3;
9;100;10;1;0.3;
10;500;5;4;log2;20.0
11;100;10;4;log2;10.0
12;500;5;1;log2;10.0
13;300;2;2;log2;20.0
14;300;5;1;sqrt;20.0
15;500;10;1;log2;
16;300;2;4;sqrt;20.0
17;100;10;1;0.3;10.0
18;200;5;1;sqrt;10.0
19;300;10;4;0.3;10.0
20;200;2;4;0.3;20.0
21;100;10;2;sqrt;20.0
22;500;2;4;0.3;10.0
23;300;2;1;0.3;
24;300;5;1;0.3;20.0
25;300;2;1;0.3;20.0
26;300;2;1;0.3;10.0
27;100;2;2;0.3;10.0
28;200;5;1;0.3;
29;200;2;1;0.3;20.0
30;300;10;4;log2;20.0
