Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;sqrt;10.0
2;300;10;4;sqrt;10.0
3;300;10;2;0.3;20.0
4;200;5;4;sqrt;20.0
5;500;5;4;log2;
6;300;2;1;0.3;10.0
7;300;5;2;sqrt;20.0
8;100;5;1;log2;20.0
9;200;10;2;sqrt;10.0
10;200;10;1;0.3;10.0
11;300;10;2;sqrt;20.0
12;500;2;2;sqrt;
13;200;2;1;sqrt;
14;100;2;1;sqrt;10.0
15;300;5;1;0.3;20.0
16;500;10;1;sqrt;10.0
17;500;2;2;log2;10.0
18;200;10;4;sqrt;10.0
19;500;2;1;sqrt;10.0
20;100;10;1;sqrt;
21;500;2;4;log2;20.0
22;300;5;1;0.3;10.0
23;500;2;1;log2;10.0
24;300;5;1;log2;
25;100;10;4;log2;20.0
26;300;2;2;log2;20.0
27;100;2;4;sqrt;
28;500;5;1;0.3;20.0
29;300;2;2;sqrt;20.0
30;100;5;2;0.3;
