Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('snv',''), list('detr','2'), list('sder',c(2,3,15));0.1901;0.0875;1.1302;0.1015
2;list('adj',''), list('red',c(1,1200,1)), list('snv',''), list('sder',c(2,3,15));-0.1349;0.1138;0.9547;0.1003
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 3, 31));0.0627;0.1149;1.0506;0.0958
4;list('adj',''), list('ref2abs',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,31));0.0488;0.1213;1.0429;0.1017
5;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2,3,21));0.0875;0.1392;1.0647;0.0894
