Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;1;sqrt;10.0
2;300;10;2;log2;
3;100;2;2;sqrt;
4;200;10;4;sqrt;
5;500;5;2;0.3;20.0
6;200;2;1;log2;10.0
7;100;2;1;sqrt;10.0
8;300;10;1;log2;20.0
9;200;5;1;sqrt;10.0
10;500;2;4;0.3;
11;100;2;2;sqrt;20.0
12;100;5;1;log2;10.0
13;100;5;2;0.3;10.0
14;300;2;4;sqrt;10.0
15;100;10;4;0.3;10.0
16;500;10;1;log2;
17;300;2;1;0.3;10.0
18;200;5;4;log2;
19;200;2;4;0.3;10.0
20;100;2;4;sqrt;
21;300;2;2;sqrt;
22;300;2;1;log2;
23;100;10;1;sqrt;
24;500;2;2;sqrt;20.0
25;500;10;2;0.3;
26;300;10;2;sqrt;20.0
27;500;10;2;log2;20.0
28;500;5;1;sqrt;
29;200;2;4;0.3;
30;100;2;2;0.3;10.0
