Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;4;log2;20.0
2;300;5;1;log2;10.0
3;500;10;2;0.3;20.0
4;200;5;2;sqrt;
5;500;2;2;0.3;10.0
6;500;2;4;0.3;
7;100;10;4;log2;
8;200;5;4;sqrt;
9;500;5;2;log2;20.0
10;100;10;2;sqrt;20.0
11;200;2;1;sqrt;20.0
12;100;5;4;0.3;10.0
13;200;2;4;0.3;10.0
14;300;5;4;sqrt;20.0
15;300;2;4;log2;10.0
16;100;2;4;0.3;
17;200;10;4;sqrt;
18;200;10;2;sqrt;
19;100;10;4;sqrt;10.0
20;200;10;2;sqrt;20.0
21;200;10;4;0.3;
22;200;10;1;log2;20.0
23;500;10;2;sqrt;10.0
24;300;5;2;0.3;20.0
25;100;10;1;0.3;10.0
26;300;5;2;log2;10.0
27;200;2;2;0.3;
28;500;5;1;0.3;10.0
29;500;2;1;0.3;10.0
30;300;5;2;0.3;10.0
