Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;1;log2;
2;100;10;2;log2;20.0
3;300;5;1;log2;10.0
4;200;10;2;log2;10.0
5;200;10;2;sqrt;10.0
6;300;2;4;log2;20.0
7;300;10;4;0.3;20.0
8;200;10;4;log2;20.0
9;100;10;1;log2;10.0
10;200;10;2;log2;
11;100;2;1;log2;
12;300;10;1;0.3;10.0
13;200;10;1;sqrt;
14;500;2;4;0.3;10.0
15;100;2;4;0.3;
16;500;10;4;sqrt;10.0
17;300;5;4;sqrt;10.0
18;500;2;2;log2;20.0
19;200;10;1;log2;20.0
20;300;10;4;sqrt;10.0
21;100;2;2;sqrt;
22;100;5;2;log2;
23;300;2;1;0.3;20.0
24;100;5;4;0.3;10.0
25;500;2;4;log2;10.0
26;500;10;2;sqrt;10.0
27;300;5;2;log2;
28;500;2;1;log2;10.0
29;100;5;2;sqrt;
30;200;5;1;0.3;
