Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;1;sqrt;10.0
2;200;2;4;log2;10.0
3;300;5;4;0.3;20.0
4;100;5;2;log2;10.0
5;300;2;4;0.3;20.0
6;100;2;4;0.3;10.0
7;300;2;1;0.3;10.0
8;100;2;4;0.3;20.0
9;100;10;2;sqrt;
10;300;2;1;sqrt;10.0
11;300;5;4;0.3;
12;500;10;1;sqrt;
13;100;5;1;0.3;10.0
14;100;2;2;log2;20.0
15;300;2;4;log2;
16;500;2;4;0.3;10.0
17;100;5;4;sqrt;
18;500;5;1;log2;10.0
19;300;2;2;log2;
20;300;10;1;sqrt;20.0
21;500;2;4;0.3;
22;500;2;2;0.3;
23;300;2;1;0.3;
24;100;2;2;log2;
25;100;5;1;sqrt;10.0
26;500;5;2;sqrt;10.0
27;300;10;4;log2;20.0
28;500;2;4;log2;
29;100;2;1;0.3;20.0
30;300;5;1;0.3;
