Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;sqrt;
2;300;2;4;sqrt;20.0
3;100;2;4;log2;20.0
4;300;2;2;log2;
5;500;2;1;log2;20.0
6;100;2;1;sqrt;10.0
7;300;10;2;0.3;
8;300;2;4;log2;20.0
9;300;2;2;log2;10.0
10;100;5;1;log2;
11;200;5;4;0.3;
12;500;2;2;sqrt;20.0
13;300;10;4;log2;10.0
14;300;2;2;sqrt;
15;300;5;1;log2;10.0
16;100;5;2;0.3;
17;200;5;1;0.3;20.0
18;200;2;2;0.3;10.0
19;200;5;4;sqrt;
20;300;5;2;log2;
21;100;5;4;log2;20.0
22;100;5;4;log2;
23;200;10;1;0.3;
24;100;2;2;0.3;
25;200;2;4;log2;
26;100;2;2;0.3;10.0
27;100;5;2;log2;20.0
28;300;10;2;0.3;10.0
29;500;2;1;0.3;10.0
30;300;10;1;sqrt;10.0
